Date,open,high,low,close,volume
2023-04-03 09:15:00+05:30,1607.55,1609.55,1606,1607.4,64915
2023-04-03 09:16:00+05:30,1607.65,1608.95,1607.35,1608.5,14129
2023-04-03 09:17:00+05:30,1608.5,1608.8,1606,1607.9,24437
2023-04-03 09:18:00+05:30,1607.6,1609,1606.5,1608.55,37731
2023-04-03 09:19:00+05:30,1608.55,1608.65,1606.5,1606.65,28609
2023-04-03 09:20:00+05:30,1606.55,1606.55,1603.8,1604.5,45871
2023-04-03 09:21:00+05:30,1604.65,1605.45,1603.4,1604.75,68515
2023-04-03 09:22:00+05:30,1604.8,1606.85,1604.15,1604.95,34640
2023-04-03 09:23:00+05:30,1605.2,1607.95,1605.1,1607.75,35821
2023-04-03 09:24:00+05:30,1607.75,1607.85,1606.4,1607.25,18761
2023-04-03 09:25:00+05:30,1607.45,1607.45,1605.2,1606.3,18836
2023-04-03 09:26:00+05:30,1606.4,1607.65,1605.5,1605.8,31475
2023-04-03 09:27:00+05:30,1605.55,1606,1604.5,1604.55,44149
2023-04-03 09:28:00+05:30,1604.5,1605.5,1604.1,1605.35,54804
2023-04-03 09:29:00+05:30,1605.3,1607,1604.95,1607,14742
2023-04-03 09:30:00+05:30,1607,1609.05,1606.7,1609,23769
2023-04-03 09:31:00+05:30,1609.2,1610.15,1608.05,1608.25,99073
2023-04-03 09:32:00+05:30,1608.05,1609.4,1607.1,1609.35,43899
2023-04-03 09:33:00+05:30,1609.35,1609.45,1607.65,1608.45,24911
2023-04-03 09:34:00+05:30,1608.45,1609.5,1606.75,1609.1,34485
2023-04-03 09:35:00+05:30,1609.4,1609.85,1607.8,1609.25,25671
2023-04-03 09:36:00+05:30,1609.7,1609.75,1609.1,1609.45,5944
2023-04-03 09:37:00+05:30,1609.45,1610.4,1608,1608.15,70018
2023-04-03 09:38:00+05:30,1608.15,1609.35,1607.65,1608.95,25675
2023-04-03 09:39:00+05:30,1608.8,1609.55,1608.25,1608.25,10874
2023-04-03 09:40:00+05:30,1608.2,1609.5,1608.05,1608.25,19467
2023-04-03 09:41:00+05:30,1608.25,1609,1608.15,1608.95,5434
2023-04-03 09:42:00+05:30,1609,1609.75,1608.55,1609.05,9976
2023-04-03 09:43:00+05:30,1609.05,1610.75,1609.05,1610.6,10307
2023-04-03 09:44:00+05:30,1610.55,1612,1610.1,1610.95,26085
2023-04-03 09:45:00+05:30,1610.55,1612.5,1610.55,1612.3,16795
2023-04-03 09:46:00+05:30,1612.3,1613.35,1612.05,1613.15,9636
2023-04-03 09:47:00+05:30,1613.15,1614,1612.6,1613.45,22377
2023-04-03 09:48:00+05:30,1613.45,1614.3,1613,1614.15,10141
2023-04-03 09:49:00+05:30,1614.5,1615.05,1614,1615,20334
2023-04-03 09:50:00+05:30,1615,1615.45,1614.3,1614.55,24560
