Date,open,high,low,close,volume
2023-04-03 09:15:00+05:30,1734,1741.8,1733.2,1738,29282
2023-04-03 09:16:00+05:30,1738.1,1742.1,1738,1740.95,10081
2023-04-03 09:17:00+05:30,1741.05,1743.15,1739.6,1743.15,20479
2023-04-03 09:18:00+05:30,1743.15,1743.9,1740.25,1741.15,11711
2023-04-03 09:19:00+05:30,1741.15,1741.25,1737.1,1737.85,5597
2023-04-03 09:20:00+05:30,1737.85,1739.3,1736.65,1738.55,4107
2023-04-03 09:21:00+05:30,1738.5,1739.9,1738,1738.3,3139
2023-04-03 09:22:00+05:30,1738.5,1738.5,1737.05,1738.05,3747
2023-04-03 09:23:00+05:30,1738.25,1740,1738.25,1739.7,10230
2023-04-03 09:24:00+05:30,1739.65,1740.65,1738.45,1740.65,6174
2023-04-03 09:25:00+05:30,1740.25,1740.75,1739.65,1740.4,1759
2023-04-03 09:26:00+05:30,1740.35,1740.75,1738.4,1738.4,2882
2023-04-03 09:27:00+05:30,1738.4,1738.7,1737.05,1738.4,2753
2023-04-03 09:28:00+05:30,1738.7,1739.4,1737.45,1739,1975
2023-04-03 09:29:00+05:30,1739,1740.8,1738.6,1740,4048
2023-04-03 09:30:00+05:30,1740,1741.95,1738.8,1741.4,6470
2023-04-03 09:31:00+05:30,1741.4,1741.65,1739.15,1739.15,7362
2023-04-03 09:32:00+05:30,1739.05,1739.95,1738.05,1738.95,4020
2023-04-03 09:33:00+05:30,1738.35,1738.95,1737.45,1737.5,2303
2023-04-03 09:34:00+05:30,1738,1738.6,1737.5,1738.6,1045
2023-04-03 09:35:00+05:30,1738.6,1739.3,1737.8,1738.4,3542
2023-04-03 09:36:00+05:30,1738.4,1739.45,1737.55,1739.4,2564
2023-04-03 09:37:00+05:30,1739.15,1740.2,1738.8,1739.85,3000
2023-04-03 09:38:00+05:30,1739.8,1740.75,1739.8,1740.6,1592
2023-04-03 09:39:00+05:30,1740.6,1741.75,1740,1740.65,2760
2023-04-03 09:40:00+05:30,1740.9,1741.55,1738.1,1738.7,6590
2023-04-03 09:41:00+05:30,1738.7,1740.05,1738.1,1739.7,8952
2023-04-03 09:42:00+05:30,1739.65,1741.45,1739.25,1740.35,3164
2023-04-03 09:43:00+05:30,1740.35,1740.95,1740.2,1740.75,918
2023-04-03 09:44:00+05:30,1740.75,1741.4,1739.7,1740.5,1795
2023-04-03 09:45:00+05:30,1740.5,1741,1740,1741,1039
2023-04-03 09:46:00+05:30,1741,1741.95,1740.7,1741.9,1193
2023-04-03 09:47:00+05:30,1741.9,1742.95,1741.2,1742.55,3838
2023-04-03 09:48:00+05:30,1742.55,1743.75,1741.9,1743.35,5238
2023-04-03 09:49:00+05:30,1743.35,1743.4,1742.25,1743.05,2437
2023-04-03 09:50:00+05:30,1743.05,1743.15,1742.05,1742.2,838
2023-04-03 09:51:00+05:30,1742.2,1742.6,1741.7,1742.05,2228
2023-04-03 09:52:00+05:30,1742.05,1742.05,1741.6,1741.7,2939
2023-04-03 09:53:00+05:30,1741.7,1741.7,1740.65,1740.95,1335
2023-04-03 09:54:00+05:30,1740.95,1742,1740.6,1741.5,3060
2023-04-03 09:55:00+05:30,1741.5,1742.5,1741.2,1742.5,2610
2023-04-03 09:56:00+05:30,1742.45,1743.4,1742.45,1743.4,5893
2023-04-03 09:57:00+05:30,1743,1744.25,1742.85,1743.3,8108
2023-04-03 09:58:00+05:30,1743.3,1744.05,1743,1743.45,4538
2023-04-03 09:59:00+05:30,1743.45,1743.6,1742.8,1742.8,2021
2023-04-03 10:00:00+05:30,1742.8,1743.3,1742.1,1743.25,5268
2023-04-03 10:01:00+05:30,1743.25,1743.8,1742.95,1743.4,4100
2023-04-03 10:02:00+05:30,1743.4,1743.9,1742.3,1743.5,6981
2023-04-03 10:03:00+05:30,1742.4,1743.5,1742.4,1743.05,2421
2023-04-03 10:04:00+05:30,1743,1743.35,1742.7,1743.35,1525
2023-04-03 10:05:00+05:30,1743.35,1743.85,1743,1743.85,2350
2023-04-03 10:06:00+05:30,1743.8,1745,1743.8,1745,10367
2023-04-03 10:07:00+05:30,1745,1745.9,1745,1745.9,6133
2023-04-03 10:08:00+05:30,1745.9,1745.95,1744.85,1745.55,3698
2023-04-03 10:09:00+05:30,1745.05,1745.55,1744.85,1745.5,3597
2023-04-03 10:10:00+05:30,1745.5,1745.95,1744.1,1744.2,3493
2023-04-03 10:11:00+05:30,1744.2,1745.6,1743.8,1744.55,4465
2023-04-03 10:12:00+05:30,1744.95,1744.95,1743,1743.3,4167
2023-04-03 10:13:00+05:30,1743.3,1744.1,1742.75,1744,3677
2023-04-03 10:14:00+05:30,1744,1744.05,1743.15,1743.85,718
2023-04-03 10:15:00+05:30,1743.5,1744.5,1743.05,1743.05,2679
2023-04-03 10:16:00+05:30,1743.05,1744.35,1743.05,1743.45,2833
2023-04-03 10:17:00+05:30,1743.45,1744.45,1743.45,1744,3284
2023-04-03 10:18:00+05:30,1744,1744.9,1743.15,1744.9,3678
2023-04-03 10:19:00+05:30,1744.3,1744.95,1744,1744.9,1973
2023-04-03 10:20:00+05:30,1744.9,1744.9,1744.25,1744.55,1256
2023-04-03 10:21:00+05:30,1744.5,1744.6,1743.5,1744.5,3098
2023-04-03 10:22:00+05:30,1744.45,1744.5,1743,1743.2,2755
2023-04-03 10:23:00+05:30,1743.2,1743.2,1742.45,1742.45,2319
2023-04-03 10:24:00+05:30,1742.45,1742.45,1741.4,1741.9,4318
