,Date,OptionPrice,StrikePrice,OptionSymbol,ExpiryDate,FuturePrice,OptionType,tte,IV
22608,2023-04-10 13:30:00,18.85,870,ICICIBANK27APR23870CE,2023-04-27 15:30:00,869.25,c,0.05233333333333333,0.24223564722770297
22610,2023-04-03 10:10:00,13.85,870,ICICIBANK27APR23870PE,2023-04-27 15:30:00,873.2,p,0.07288888888888888,0.164027677275703
22615,2023-04-03 11:22:00,14.95,870,ICICIBANK27APR23870PE,2023-04-27 15:30:00,869.75,p,0.07268888888888889,0.15845902255438646
22635,2023-04-03 10:46:00,14.0,870,ICICIBANK27APR23870PE,2023-04-27 15:30:00,872.05,p,0.07278888888888889,0.16004074058763648
22645,2023-04-11 09:37:00,18.9,870,ICICIBANK27APR23870CE,2023-04-27 15:30:00,872.4,c,0.048980555555555555,0.22979676449208633
22647,2023-04-03 12:01:00,37.5,870,ICICIBANK25MAY23870CE,2023-05-25 15:30:00,873.0,c,0.14858055555555555,0.26859519551025224
22667,2023-04-10 15:03:00,14.8,870,ICICIBANK27APR23870PE,2023-04-27 15:30:00,868.8,p,0.052074999999999996,0.17931944115002302
22677,2023-04-10 14:41:00,18.0,870,ICICIBANK27APR23870CE,2023-04-27 15:30:00,868.3,c,0.052136111111111105,0.2379630139901994
22692,2023-04-11 09:28:00,31.0,870,ICICIBANK25MAY23870CE,2023-05-25 15:30:00,870.8,c,0.12500555555555556,0.249312935409787
22721,2023-04-10 13:22:00,19.0,870,ICICIBANK25MAY23870PE,2023-05-25 15:30:00,870.0,p,0.12835555555555556,0.15281682971334978
22723,2023-04-10 11:38:00,13.35,870,ICICIBANK27APR23870PE,2023-04-27 15:30:00,871.3,p,0.052644444444444445,0.17556149422149023
22747,2023-04-10 14:53:00,17.95,870,ICICIBANK27APR23870CE,2023-04-27 15:30:00,867.7,c,0.052102777777777776,0.24115774961738642
22808,2023-04-10 10:57:00,19.75,870,ICICIBANK27APR23870CE,2023-04-27 15:30:00,871.35,c,0.05275833333333333,0.23902003220878443
22809,2023-04-03 09:29:00,14.0,870,ICICIBANK27APR23870PE,2023-04-27 15:30:00,873.5,p,0.07300277777777778,0.16696697311370234
22817,2023-04-03 11:03:00,37.5,870,ICICIBANK25MAY23870CE,2023-05-25 15:30:00,871.3,c,0.14874166666666666,0.2751872781502201
22827,2023-04-03 10:03:00,24.15,870,ICICIBANK25MAY23870PE,2023-05-25 15:30:00,872.85,p,0.14890833333333334,0.19049539466077517
22830,2023-04-11 09:19:00,29.45,870,ICICIBANK25MAY23870CE,2023-05-25 15:30:00,866.75,c,0.12503055555555556,0.2535438889807776
22864,2023-04-03 11:43:00,37.5,870,ICICIBANK25MAY23870CE,2023-05-25 15:30:00,871.0,c,0.14863055555555554,0.2764707392207063
22875,2023-04-10 14:53:00,30.75,870,ICICIBANK25MAY23870CE,2023-05-25 15:30:00,867.7,c,0.1281027777777778,0.25711668445920255
22880,2023-04-10 10:52:00,19.1,870,ICICIBANK27APR23870CE,2023-04-27 15:30:00,869.85,c,0.05277222222222222,0.24054367477910868
22897,2023-04-10 14:41:00,15.35,870,ICICIBANK27APR23870PE,2023-04-27 15:30:00,868.3,p,0.052136111111111105,0.18295735019202986
22902,2023-04-06 14:47:00,19.15,870,ICICIBANK25MAY23870PE,2023-05-25 15:30:00,874.8,p,0.13611944444444446,0.16718900671187037
22906,2023-04-10 14:59:00,17.95,870,ICICIBANK27APR23870CE,2023-04-27 15:30:00,868.1,c,0.05208611111111111,0.2386988014787733
22909,2023-04-03 11:50:00,22.25,870,ICICIBANK27APR23870CE,2023-04-27 15:30:00,872.6,c,0.07261111111111111,0.2234279232317812
22918,2023-04-10 14:53:00,22.4,870,ICICIBANK25MAY23870PE,2023-05-25 15:30:00,867.7,p,0.1281027777777778,0.17115420505380863
22927,2023-04-10 13:57:00,34.75,870,ICICIBANK25MAY23870CE,2023-05-25 15:30:00,869.0,c,0.12825833333333334,0.2838545608338605
22929,2023-04-06 14:22:00,19.15,870,ICICIBANK25MAY23870PE,2023-05-25 15:30:00,874.6,p,0.1361888888888889,0.16643803196097784
22936,2023-04-10 15:00:00,17.8,870,ICICIBANK27APR23870CE,2023-04-27 15:30:00,868.0,c,0.05208333333333333,0.23743259748998646
22957,2023-04-10 11:01:00,17.85,870,ICICIBANK25MAY23870PE,2023-05-25 15:30:00,871.7,p,0.12874722222222224,0.14992908308678934
22959,2023-04-03 12:18:00,13.1,870,ICICIBANK27APR23870PE,2023-04-27 15:30:00,874.75,p,0.07253333333333332,0.16386859804029918
22961,2023-04-10 15:19:00,18.05,870,ICICIBANK27APR23870CE,2023-04-27 15:30:00,868.8,c,0.05203055555555555,0.23568347064743148
22963,2023-04-10 13:34:00,33.8,870,ICICIBANK25MAY23870CE,2023-05-25 15:30:00,868.6,c,0.12832222222222223,0.2777862470341746
22965,2023-04-11 09:25:00,14.3,870,ICICIBANK27APR23870PE,2023-04-27 15:30:00,870.2,p,0.04901388888888889,0.18739075279526407
22966,2023-04-10 14:20:00,15.65,870,ICICIBANK27APR23870PE,2023-04-27 15:30:00,867.1,p,0.05219444444444444,0.17879446078106256
22969,2023-04-10 11:11:00,13.55,870,ICICIBANK27APR23870PE,2023-04-27 15:30:00,871.9,p,0.052719444444444444,0.1815166311983068
22973,2023-04-10 14:25:00,14.9,870,ICICIBANK27APR23870PE,2023-04-27 15:30:00,868.65,p,0.052180555555555556,0.1794422115755599
22982,2023-04-10 10:20:00,13.9,870,ICICIBANK27APR23870PE,2023-04-27 15:30:00,871.4,p,0.05286111111111111,0.18269221089728924
