,Date,OptionPrice,StrikePrice,OptionSymbol,ExpiryDate,FuturePrice,OptionType,tte,IV
18,2023-04-24 09:58:00,1.2,132,FEDERALBNK27APR23132PE,2023-04-27 15:30:00,131.5,p,0.012922222222222222,0.15542944445367904
44,2023-04-25 15:15:00,4.4,133,FEDERALBNK25MAY23133CE,2023-05-25 15:30:00,133.35,c,0.08404166666666667,0.27423563089016
61,2023-05-02 14:22:00,3.5,136,FEDERALBNK25MAY23136PE,2023-05-25 15:30:00,136.5,p,0.0681888888888889,0.2638752875265646
69,2023-04-25 15:25:00,0.6,133,FEDERALBNK27APR23133CE,2023-04-27 15:30:00,133.1,c,0.00801388888888889,0.11544404378854949
81,2023-05-04 13:40:00,3.85,138,FEDERALBNK25MAY23138CE,2023-05-25 15:30:00,138.15,c,0.06030555555555556,0.2790895898611672
93,2023-04-18 09:38:00,1.8,132,FEDERALBNK27APR23132CE,2023-04-27 15:30:00,131.6,c,0.02897777777777778,0.22274605723323448
119,2023-04-25 10:24:00,1.45,134,FEDERALBNK27APR23134PE,2023-04-27 15:30:00,133.65,p,0.00885,0.2523343171121649
141,2023-04-10 14:13:00,2.8,128,FEDERALBNK27APR23128CE,2023-04-27 15:30:00,127.55,c,0.052213888888888886,0.25928283374840166
144,2023-04-13 15:24:00,2.55,128,FEDERALBNK27APR23128CE,2023-04-27 15:30:00,128.05,c,0.040016666666666666,0.24715349825525032
162,2023-05-03 14:13:00,4.05,138,FEDERALBNK25MAY23138PE,2023-05-25 15:30:00,138.15,p,0.06421388888888889,0.2955562723336345
165,2023-05-03 12:37:00,3.95,137,FEDERALBNK25MAY23137PE,2023-05-25 15:30:00,137.05,p,0.06448055555555555,0.2864198549321284
202,2023-05-04 10:36:00,4.2,138,FEDERALBNK25MAY23138PE,2023-05-25 15:30:00,137.7,p,0.060816666666666665,0.2985625985642709
207,2023-04-11 12:18:00,2.7,128,FEDERALBNK27APR23128PE,2023-04-27 15:30:00,127.95,p,0.04853333333333333,0.23785163196041564
