,Date,OptionPrice,StrikePrice,OptionSymbol,ExpiryDate,FuturePrice,OptionType,tte,IV
1033,2023-05-02 13:30:00,13.55,575,SBIN25MAY23575CE,2023-05-25 15:30:00,577.3,c,0.06833333333333334,0.20583505376122177
1059,2023-04-24 13:56:00,2.45,555,SBIN27APR23555CE,2023-04-27 15:30:00,553.4,c,0.012261111111111112,0.1301505657828543
1063,2023-04-27 10:17:00,14.35,565,SBIN25MAY23565CE,2023-05-25 15:30:00,563.2,c,0.07686944444444445,0.24419002412432517
1156,2023-04-25 14:32:00,4.15,565,SBIN27APR23565PE,2023-04-27 15:30:00,564.35,p,0.008161111111111112,0.18752204031656047
1177,2023-04-26 13:45:00,14.3,565,SBIN25MAY23565CE,2023-05-25 15:30:00,564.0,c,0.08029166666666666,0.23188509998926493
1179,2023-04-27 11:03:00,13.85,565,SBIN25MAY23565PE,2023-05-25 15:30:00,563.0,p,0.07674166666666667,0.2057871474355358
1318,2023-04-26 12:00:00,12.85,565,SBIN25MAY23565PE,2023-05-25 15:30:00,564.7,p,0.08058333333333334,0.19855284605391219
1335,2023-05-02 12:16:00,11.95,575,SBIN25MAY23575PE,2023-05-25 15:30:00,577.0,p,0.0685388888888889,0.21488197079607302
1338,2023-04-27 14:51:00,12.9,565,SBIN25MAY23565PE,2023-05-25 15:30:00,563.8,p,0.07610833333333333,0.1978867638987952
1343,2023-04-26 11:50:00,2.05,565,SBIN27APR23565CE,2023-04-27 15:30:00,564.35,c,0.004611111111111111,0.15432801362643467
1351,2023-04-26 11:27:00,3.25,565,SBIN27APR23565PE,2023-04-27 15:30:00,564.6,p,0.004675,0.19770246906117064
1375,2023-04-27 13:56:00,0.7,565,SBIN27APR23565CE,2023-04-27 15:30:00,565.1,c,0.0002611111111111111,0.1781081673752855
1382,2023-04-24 14:59:00,4.15,555,SBIN27APR23555PE,2023-04-27 15:30:00,554.3,p,0.012086111111111112,0.1557900079242771
1453,2023-05-03 11:33:00,13.1,575,SBIN25MAY23575PE,2023-05-25 15:30:00,573.75,p,0.06465833333333333,0.2139582712165083
1498,2023-04-26 14:06:00,2.65,565,SBIN27APR23565CE,2023-04-27 15:30:00,566.05,c,0.004233333333333334,0.1419033213500596
1510,2023-04-24 14:08:00,2.9,555,SBIN27APR23555CE,2023-04-27 15:30:00,554.25,c,0.012227777777777778,0.13329362359300864
1540,2023-05-03 10:21:00,13.2,575,SBIN25MAY23575PE,2023-05-25 15:30:00,573.1,p,0.06485833333333334,0.2096582054753092
1566,2023-04-26 11:32:00,2.05,565,SBIN27APR23565CE,2023-04-27 15:30:00,564.55,c,0.0046611111111111115,0.14743315720246375
1570,2023-04-26 11:27:00,13.05,565,SBIN25MAY23565PE,2023-05-25 15:30:00,564.6,p,0.080675,0.20079563627170466
1654,2023-04-26 13:12:00,14.95,565,SBIN25MAY23565CE,2023-05-25 15:30:00,564.1,c,0.08038333333333333,0.24115253625775165
1664,2023-04-24 13:54:00,13.95,555,SBIN25MAY23555CE,2023-05-25 15:30:00,553.3,c,0.08826666666666666,0.22513894196599252
1680,2023-04-26 12:38:00,3.45,565,SBIN27APR23565PE,2023-04-27 15:30:00,564.6,p,0.004477777777777778,0.21529143670913622
1772,2023-05-03 11:37:00,13.1,575,SBIN25MAY23575PE,2023-05-25 15:30:00,573.7,p,0.06464722222222222,0.21354234452700951
1812,2023-04-25 14:39:00,3.0,565,SBIN27APR23565CE,2023-04-27 15:30:00,564.25,c,0.008141666666666667,0.16539994624127582
1821,2023-04-26 14:14:00,12.5,565,SBIN25MAY23565PE,2023-05-25 15:30:00,566.2,p,0.08021111111111111,0.2048827498750768
1877,2023-05-04 14:17:00,13.4,575,SBIN25MAY23575CE,2023-05-25 15:30:00,577.25,c,0.06020277777777778,0.21710659457152115
1944,2023-05-04 11:52:00,13.3,575,SBIN25MAY23575CE,2023-05-25 15:30:00,576.75,c,0.06060555555555555,0.2193653185289062
1972,2023-04-27 11:42:00,13.35,565,SBIN25MAY23565PE,2023-05-25 15:30:00,562.9,p,0.07663333333333333,0.19705588160961066
1987,2023-05-02 12:01:00,13.2,575,SBIN25MAY23575CE,2023-05-25 15:30:00,576.9,c,0.06858055555555556,0.20321644662176
2020,2023-05-03 09:42:00,13.05,575,SBIN25MAY23575PE,2023-05-25 15:30:00,573.1,p,0.06496666666666667,0.20690769204377074
2105,2023-05-04 09:53:00,12.6,575,SBIN25MAY23575PE,2023-05-25 15:30:00,574.5,p,0.06093611111111111,0.21819078633443145
2131,2023-05-02 11:26:00,13.45,575,SBIN25MAY23575CE,2023-05-25 15:30:00,577.35,c,0.06867777777777778,0.20320256620133853
2189,2023-04-26 14:43:00,15.0,565,SBIN25MAY23565CE,2023-05-25 15:30:00,564.5,c,0.08013055555555555,0.23913891264260748
2196,2023-04-27 11:26:00,4.0,565,SBIN27APR23565PE,2023-04-27 15:30:00,562.9,p,0.0006777777777777778,0.4826105489861022
2306,2023-04-27 09:49:00,2.55,565,SBIN27APR23565PE,2023-04-27 15:30:00,565.0,p,0.0009472222222222222,0.367585222449768
2539,2023-04-25 15:04:00,4.8,565,SBIN27APR23565PE,2023-04-27 15:30:00,562.95,p,0.008072222222222222,0.18227629042704815
2549,2023-04-24 14:02:00,4.7,555,SBIN27APR23555PE,2023-04-27 15:30:00,553.7,p,0.012244444444444445,0.16413347223291935
2579,2023-05-04 11:57:00,11.55,575,SBIN25MAY23575PE,2023-05-25 15:30:00,576.6,p,0.06059166666666666,0.2181474450788096
2637,2023-05-02 11:30:00,13.4,575,SBIN25MAY23575CE,2023-05-25 15:30:00,577.2,c,0.06866666666666667,0.20373558416290485
2656,2023-04-27 14:34:00,3.3,565,SBIN27APR23565PE,2023-04-27 15:30:00,562.8,p,0.00015555555555555556,0.7169158247912398
2667,2023-05-03 11:50:00,13.5,575,SBIN25MAY23575PE,2023-05-25 15:30:00,572.7,p,0.06461111111111112,0.21166778632649394
2703,2023-04-26 15:05:00,2.55,565,SBIN27APR23565PE,2023-04-27 15:30:00,566.1,p,0.004069444444444444,0.21320913295216962
2784,2023-04-27 13:50:00,0.5,565,SBIN27APR23565CE,2023-04-27 15:30:00,565.4,c,0.0002777777777777778,0.06676262166824495
2786,2023-04-25 13:49:00,3.05,565,SBIN27APR23565CE,2023-04-27 15:30:00,564.2,c,0.008280555555555555,0.1675998820837771
2831,2023-04-27 15:19:00,13.0,565,SBIN25MAY23565PE,2023-05-25 15:30:00,564.75,p,0.07603055555555556,0.20722244219463254
2832,2023-04-27 10:18:00,14.4,565,SBIN25MAY23565CE,2023-05-25 15:30:00,563.4,c,0.07686666666666667,0.2434056874016558
2859,2023-05-03 11:25:00,12.35,575,SBIN25MAY23575CE,2023-05-25 15:30:00,574.5,c,0.06468055555555556,0.21607019582920206
2915,2023-05-02 11:35:00,12.0,575,SBIN25MAY23575PE,2023-05-25 15:30:00,577.0,p,0.06865277777777778,0.2155360109287134
2922,2023-04-25 14:18:00,3.15,565,SBIN27APR23565CE,2023-04-27 15:30:00,564.55,c,0.0082,0.16518470405990487
2935,2023-05-04 13:52:00,13.25,575,SBIN25MAY23575CE,2023-05-25 15:30:00,576.9,c,0.06027222222222222,0.21765917277810867
2937,2023-04-27 11:26:00,13.65,565,SBIN25MAY23565PE,2023-05-25 15:30:00,562.9,p,0.07667777777777778,0.20182701409399947
2983,2023-04-26 13:57:00,12.55,565,SBIN25MAY23565PE,2023-05-25 15:30:00,566.15,p,0.08025833333333333,0.20523421093796318
2984,2023-05-04 12:56:00,12.9,575,SBIN25MAY23575CE,2023-05-25 15:30:00,576.5,c,0.060427777777777775,0.2149498348609285
3011,2023-04-26 15:25:00,2.15,565,SBIN27APR23565PE,2023-04-27 15:30:00,566.85,p,0.004013888888888889,0.20863127663148007
3115,2023-05-03 11:03:00,12.2,575,SBIN25MAY23575CE,2023-05-25 15:30:00,574.3,c,0.06474166666666667,0.21512209774096208
3152,2023-05-02 13:05:00,13.35,575,SBIN25MAY23575CE,2023-05-25 15:30:00,576.95,c,0.06840277777777778,0.20553554647984568
3185,2023-04-27 14:46:00,3.0,565,SBIN27APR23565PE,2023-04-27 15:30:00,563.05,p,0.00012222222222222221,0.7497443508202442
3199,2023-04-25 13:43:00,14.4,565,SBIN25MAY23565CE,2023-05-25 15:30:00,563.55,c,0.08429722222222223,0.23128729136290185
3275,2023-04-26 11:16:00,15.5,565,SBIN25MAY23565CE,2023-05-25 15:30:00,564.75,c,0.08070555555555556,0.2441091552156576
3305,2023-05-04 10:23:00,12.85,575,SBIN25MAY23575CE,2023-05-25 15:30:00,576.15,c,0.060852777777777776,0.2165795675206009
3319,2023-04-27 12:29:00,14.0,565,SBIN25MAY23565CE,2023-05-25 15:30:00,563.6,c,0.07650277777777778,0.2359511689937839
3367,2023-04-26 15:01:00,2.55,565,SBIN27APR23565PE,2023-04-27 15:30:00,566.15,p,0.004080555555555556,0.21445922286008554
3374,2023-04-27 12:45:00,13.85,565,SBIN25MAY23565CE,2023-05-25 15:30:00,563.5,c,0.07645833333333334,0.23440662111113872
3376,2023-05-04 09:28:00,13.25,575,SBIN25MAY23575PE,2023-05-25 15:30:00,573.0,p,0.061005555555555556,0.21615118347159154
3422,2023-04-27 13:10:00,0.35,565,SBIN27APR23565CE,2023-04-27 15:30:00,563.7,c,0.0003888888888888889,0.19049978797945738
3502,2023-04-27 12:07:00,13.0,565,SBIN25MAY23565PE,2023-05-25 15:30:00,563.4,p,0.07656388888888889,0.19564218293196128
3516,2023-04-27 13:29:00,0.65,565,SBIN27APR23565CE,2023-04-27 15:30:00,564.65,c,0.00033611111111111114,0.1968096950955774
3624,2023-04-27 13:18:00,0.7,565,SBIN27APR23565CE,2023-04-27 15:30:00,563.7,c,0.0003666666666666666,0.2884099296816687
3767,2023-04-25 14:43:00,14.6,565,SBIN25MAY23565CE,2023-05-25 15:30:00,563.35,c,0.08413055555555556,0.2361095929580059
3768,2023-04-27 15:12:00,12.75,565,SBIN25MAY23565PE,2023-05-25 15:30:00,564.3,p,0.07604999999999999,0.1995847600772956
3786,2023-04-25 11:39:00,4.9,565,SBIN27APR23565CE,2023-04-27 15:30:00,567.1,c,0.008641666666666667,0.17897002136598272
3796,2023-04-26 14:41:00,1.9,565,SBIN27APR23565CE,2023-04-27 15:30:00,564.95,c,0.004136111111111111,0.13279243701890225
3834,2023-04-27 10:04:00,2.55,565,SBIN27APR23565PE,2023-04-27 15:30:00,565.75,p,0.0009055555555555556,0.4286832614244313
3841,2023-05-02 11:37:00,12.05,575,SBIN25MAY23575PE,2023-05-25 15:30:00,576.8,p,0.06864722222222222,0.214827437951027
3848,2023-04-26 09:50:00,1.5,555,SBIN27APR23555PE,2023-04-27 15:30:00,557.2,p,0.004944444444444444,0.15667417319506005
3895,2023-04-26 13:39:00,3.6,565,SBIN27APR23565PE,2023-04-27 15:30:00,563.95,p,0.004308333333333333,0.20609087973133378
3934,2023-05-02 12:05:00,11.95,575,SBIN25MAY23575PE,2023-05-25 15:30:00,576.9,p,0.06856944444444445,0.21405990893428214
3938,2023-04-25 11:41:00,12.85,565,SBIN25MAY23565PE,2023-05-25 15:30:00,567.4,p,0.08463611111111112,0.2133424778105438
3964,2023-05-04 13:38:00,11.15,575,SBIN25MAY23575PE,2023-05-25 15:30:00,576.7,p,0.06031111111111111,0.21238194907486235
3967,2023-05-03 10:29:00,13.35,575,SBIN25MAY23575PE,2023-05-25 15:30:00,573.15,p,0.06483611111111111,0.2127133264083921
3998,2023-04-25 12:53:00,3.3,565,SBIN27APR23565CE,2023-04-27 15:30:00,564.2,c,0.008436111111111111,0.1781807666130457
4068,2023-04-26 11:20:00,12.95,565,SBIN25MAY23565PE,2023-05-25 15:30:00,564.85,p,0.08069444444444444,0.20113096577364228
4147,2023-04-27 13:02:00,13.0,565,SBIN25MAY23565PE,2023-05-25 15:30:00,563.25,p,0.07641111111111111,0.19460288111551333
4266,2023-04-27 09:20:00,2.2,565,SBIN27APR23565PE,2023-04-27 15:30:00,564.75,p,0.0010277777777777776,0.28688323035820446
4291,2023-04-27 09:44:00,12.9,565,SBIN25MAY23565PE,2023-05-25 15:30:00,565.65,p,0.0769611111111111,0.21136375362731807
4309,2023-04-27 12:51:00,13.45,565,SBIN25MAY23565CE,2023-05-25 15:30:00,563.45,c,0.07644166666666667,0.2283948922974122
4329,2023-04-25 14:54:00,14.45,565,SBIN25MAY23565CE,2023-05-25 15:30:00,563.6,c,0.08410000000000001,0.23194297027157834
4343,2023-04-26 14:12:00,2.5,565,SBIN27APR23565PE,2023-04-27 15:30:00,566.15,p,0.004216666666666667,0.20751842413196675
4347,2023-05-03 09:44:00,12.3,575,SBIN25MAY23575CE,2023-05-25 15:30:00,573.45,c,0.06496111111111111,0.22371520152327035
4390,2023-04-27 14:43:00,12.9,565,SBIN25MAY23565PE,2023-05-25 15:30:00,563.5,p,0.07613055555555555,0.19540712618396558
4392,2023-04-27 11:56:00,13.75,565,SBIN25MAY23565CE,2023-05-25 15:30:00,563.45,c,0.07659444444444444,0.2329896292674647
4423,2023-04-26 12:36:00,1.9,565,SBIN27APR23565CE,2023-04-27 15:30:00,564.6,c,0.004483333333333333,0.13878958393080523
4449,2023-04-26 14:41:00,12.8,565,SBIN25MAY23565PE,2023-05-25 15:30:00,564.95,p,0.08013611111111112,0.20024657469303012
4502,2023-04-27 10:11:00,14.8,565,SBIN25MAY23565CE,2023-05-25 15:30:00,563.1,c,0.07688611111111111,0.2521820101630304
4561,2023-05-03 10:47:00,13.2,575,SBIN25MAY23575PE,2023-05-25 15:30:00,573.8,p,0.06478611111111111,0.21589675764274832
4580,2023-05-04 13:32:00,11.0,575,SBIN25MAY23575PE,2023-05-25 15:30:00,577.05,p,0.06032777777777778,0.21257749601949608
4606,2023-05-04 09:40:00,12.45,575,SBIN25MAY23575PE,2023-05-25 15:30:00,575.15,p,0.06097222222222222,0.22111904875837105
4624,2023-04-25 11:34:00,4.25,565,SBIN27APR23565PE,2023-04-27 15:30:00,565.9,p,0.008655555555555555,0.22329643975955002
4645,2023-04-25 11:41:00,5.4,565,SBIN27APR23565CE,2023-04-27 15:30:00,567.4,c,0.008636111111111112,0.19476927802361432
4696,2023-04-25 14:22:00,4.25,565,SBIN27APR23565PE,2023-04-27 15:30:00,564.4,p,0.00818888888888889,0.1934028926750211
4774,2023-04-25 12:47:00,3.1,565,SBIN27APR23565CE,2023-04-27 15:30:00,563.4,c,0.008452777777777778,0.18591048964163198
4913,2023-04-27 12:31:00,12.9,565,SBIN25MAY23565PE,2023-05-25 15:30:00,563.85,p,0.07649722222222222,0.19778845032881753
4944,2023-04-25 13:00:00,15.55,565,SBIN25MAY23565CE,2023-05-25 15:30:00,565.25,c,0.08441666666666667,0.23552236011434413
4980,2023-04-25 11:47:00,13.4,565,SBIN25MAY23565PE,2023-05-25 15:30:00,565.55,p,0.08461944444444446,0.2084649596742717
4999,2023-04-26 15:11:00,12.2,565,SBIN25MAY23565PE,2023-05-25 15:30:00,566.65,p,0.08005277777777778,0.20370523534021984
5076,2023-04-27 12:26:00,3.4,565,SBIN27APR23565PE,2023-04-27 15:30:00,563.65,p,0.0005111111111111111,0.5247598264819738
5083,2023-05-02 11:53:00,13.35,575,SBIN25MAY23575CE,2023-05-25 15:30:00,577.1,c,0.06860277777777778,0.20389452781188527
5106,2023-04-24 15:03:00,13.3,555,SBIN25MAY23555PE,2023-05-25 15:30:00,553.85,p,0.088075,0.193756406317295
5195,2023-04-24 14:35:00,13.75,555,SBIN25MAY23555CE,2023-05-25 15:30:00,553.6,c,0.08815277777777777,0.21996195602314592
5252,2023-04-25 11:04:00,14.35,565,SBIN25MAY23565PE,2023-05-25 15:30:00,563.05,p,0.08473888888888889,0.2038787133912393
5265,2023-04-26 09:47:00,4.0,555,SBIN27APR23555CE,2023-04-27 15:30:00,557.4,c,0.004952777777777778,0.16825679145460637
5291,2023-04-25 14:34:00,14.75,565,SBIN25MAY23565CE,2023-05-25 15:30:00,564.05,c,0.08415555555555557,0.2330079951667012
5304,2023-04-24 15:25:00,13.1,555,SBIN25MAY23555PE,2023-05-25 15:30:00,555.0,p,0.08801388888888888,0.1994600854448773
5308,2023-04-26 14:07:00,2.55,565,SBIN27APR23565CE,2023-04-27 15:30:00,565.95,c,0.004230555555555556,0.13902310282181418
5322,2023-05-04 10:31:00,13.3,575,SBIN25MAY23575CE,2023-05-25 15:30:00,577.1,c,0.060830555555555554,0.2156442059596675
5361,2023-04-25 13:28:00,3.0,565,SBIN27APR23565CE,2023-04-27 15:30:00,563.7,c,0.008338888888888889,0.17572793818046947
5415,2023-04-25 11:08:00,13.95,565,SBIN25MAY23565CE,2023-05-25 15:30:00,563.4,c,0.08472777777777778,0.22496070986080943
5436,2023-05-02 14:34:00,13.3,575,SBIN25MAY23575CE,2023-05-25 15:30:00,576.9,c,0.06815555555555557,0.2055199149913323
5472,2023-04-26 14:59:00,2.6,565,SBIN27APR23565PE,2023-04-27 15:30:00,565.4,p,0.0040861111111111115,0.1939486167661901
5477,2023-04-24 14:12:00,4.55,555,SBIN27APR23555PE,2023-04-27 15:30:00,553.65,p,0.012216666666666667,0.1569917267960498
5564,2023-04-24 15:13:00,3.8,555,SBIN27APR23555PE,2023-04-27 15:30:00,554.8,p,0.012047222222222223,0.15224306543695293
5571,2023-05-04 13:04:00,11.3,575,SBIN25MAY23575PE,2023-05-25 15:30:00,577.15,p,0.06040555555555555,0.21858676378049977
5625,2023-04-26 14:07:00,15.55,565,SBIN25MAY23565CE,2023-05-25 15:30:00,565.95,c,0.08023055555555555,0.23588890827739373
5670,2023-04-27 14:08:00,12.2,565,SBIN25MAY23565PE,2023-05-25 15:30:00,564.85,p,0.07622777777777777,0.1948818330449438
5718,2023-05-03 12:32:00,13.25,575,SBIN25MAY23575PE,2023-05-25 15:30:00,573.0,p,0.06449444444444445,0.2102234494370831
5800,2023-05-04 11:49:00,11.3,575,SBIN25MAY23575PE,2023-05-25 15:30:00,577.45,p,0.060613888888888884,0.22065602465952303
5835,2023-05-02 13:56:00,11.85,575,SBIN25MAY23575PE,2023-05-25 15:30:00,577.3,p,0.06826111111111112,0.2159652261450252
5860,2023-04-25 14:02:00,14.45,565,SBIN25MAY23565CE,2023-05-25 15:30:00,563.85,c,0.08424444444444446,0.22982941907616772
5903,2023-04-24 14:21:00,14.2,555,SBIN25MAY23555CE,2023-05-25 15:30:00,553.95,c,0.08819166666666667,0.22410623749515116
5927,2023-04-27 13:27:00,14.25,565,SBIN25MAY23565CE,2023-05-25 15:30:00,564.5,c,0.07634166666666667,0.2329457357736837
5955,2023-05-03 12:26:00,13.25,575,SBIN25MAY23575PE,2023-05-25 15:30:00,573.0,p,0.06451111111111112,0.21019629170854642
5986,2023-04-26 14:56:00,14.95,565,SBIN25MAY23565CE,2023-05-25 15:30:00,565.35,c,0.08009444444444444,0.23157497316724068
6175,2023-04-27 12:08:00,3.65,565,SBIN27APR23565PE,2023-04-27 15:30:00,563.45,p,0.0005611111111111111,0.5264834000868492
6182,2023-04-27 13:58:00,12.25,565,SBIN25MAY23565PE,2023-05-25 15:30:00,564.7,p,0.07625555555555555,0.194463174166338
6185,2023-04-27 10:30:00,13.4,565,SBIN25MAY23565PE,2023-05-25 15:30:00,563.9,p,0.07683333333333334,0.2057776982828533
6267,2023-04-25 13:01:00,13.5,565,SBIN25MAY23565PE,2023-05-25 15:30:00,564.7,p,0.0844138888888889,0.20392815511408985
6270,2023-05-04 10:50:00,13.7,575,SBIN25MAY23575CE,2023-05-25 15:30:00,577.35,c,0.06077777777777778,0.22043152292981497
6286,2023-04-27 14:49:00,12.85,565,SBIN25MAY23565PE,2023-05-25 15:30:00,563.65,p,0.07611388888888888,0.19585074185216683
6314,2023-04-27 14:28:00,13.6,565,SBIN25MAY23565CE,2023-05-25 15:30:00,563.35,c,0.07617222222222222,0.23201459279010225
6316,2023-04-27 15:18:00,13.35,565,SBIN25MAY23565CE,2023-05-25 15:30:00,564.85,c,0.07603333333333333,0.21605848700116317
6408,2023-04-27 13:37:00,14.0,565,SBIN25MAY23565CE,2023-05-25 15:30:00,564.75,c,0.07631388888888889,0.22692614316875104
6460,2023-04-27 12:36:00,3.3,565,SBIN27APR23565PE,2023-04-27 15:30:00,563.9,p,0.00048333333333333334,0.5483410065260829
6463,2023-05-04 10:21:00,11.9,575,SBIN25MAY23575PE,2023-05-25 15:30:00,575.95,p,0.060858333333333334,0.2184225581936612
6514,2023-04-26 14:17:00,12.45,565,SBIN25MAY23565PE,2023-05-25 15:30:00,566.2,p,0.08020277777777778,0.20411009097076221
6576,2023-04-24 13:59:00,14.1,555,SBIN25MAY23555CE,2023-05-25 15:30:00,553.7,c,0.08825277777777778,0.22441177927993358
6607,2023-04-26 12:32:00,1.85,565,SBIN27APR23565CE,2023-04-27 15:30:00,564.1,c,0.004494444444444445,0.15045251790373923
6621,2023-04-24 15:17:00,2.9,555,SBIN27APR23555CE,2023-04-27 15:30:00,554.95,c,0.012036111111111112,0.12041826073305455
6632,2023-05-04 13:00:00,12.8,575,SBIN25MAY23575CE,2023-05-25 15:30:00,576.25,c,0.06041666666666667,0.21553962819011413
6665,2023-04-26 12:42:00,1.85,565,SBIN27APR23565CE,2023-04-27 15:30:00,564.4,c,0.0044666666666666665,0.1419078635018412
6754,2023-05-02 10:58:00,13.3,575,SBIN25MAY23575CE,2023-05-25 15:30:00,576.55,c,0.06875555555555556,0.20772308934555794
6756,2023-04-27 10:34:00,13.0,565,SBIN25MAY23565PE,2023-05-25 15:30:00,564.3,p,0.07682222222222222,0.20258577173940379
6808,2023-05-04 14:10:00,13.15,575,SBIN25MAY23575CE,2023-05-25 15:30:00,577.3,c,0.06022222222222222,0.21214473919027507
6850,2023-04-27 13:14:00,12.9,565,SBIN25MAY23565PE,2023-05-25 15:30:00,563.45,p,0.07637777777777778,0.19468063082938358
6854,2023-05-03 11:17:00,12.75,575,SBIN25MAY23575PE,2023-05-25 15:30:00,574.2,p,0.06470277777777778,0.21175676517419845
6885,2023-04-27 09:51:00,12.55,565,SBIN25MAY23565PE,2023-05-25 15:30:00,565.2,p,0.07694166666666666,0.2023124957911681
6919,2023-05-02 13:05:00,11.95,575,SBIN25MAY23575PE,2023-05-25 15:30:00,576.95,p,0.06840277777777778,0.21470833225208136
6943,2023-05-03 09:44:00,13.15,575,SBIN25MAY23575PE,2023-05-25 15:30:00,573.45,p,0.06496111111111111,0.2117074694712856
6950,2023-04-26 14:53:00,15.0,565,SBIN25MAY23565CE,2023-05-25 15:30:00,564.9,c,0.08010277777777777,0.23597816462176313
6966,2023-04-27 10:37:00,12.85,565,SBIN25MAY23565PE,2023-05-25 15:30:00,564.2,p,0.07681388888888889,0.19939355130130973
6970,2023-04-26 14:28:00,2.55,565,SBIN27APR23565PE,2023-04-27 15:30:00,565.55,p,0.004172222222222222,0.1933536946053304
6975,2023-04-26 14:49:00,14.7,565,SBIN25MAY23565CE,2023-05-25 15:30:00,564.0,c,0.08011388888888889,0.23842321091190996
6992,2023-04-24 14:25:00,2.65,555,SBIN27APR23555CE,2023-04-27 15:30:00,553.7,c,0.012180555555555556,0.13351702440878707
7008,2023-04-25 12:00:00,4.5,565,SBIN27APR23565PE,2023-04-27 15:30:00,565.4,p,0.008583333333333333,0.22486144991945142
7078,2023-05-03 11:13:00,12.95,575,SBIN25MAY23575PE,2023-05-25 15:30:00,574.55,p,0.06471388888888889,0.21815422601435944
7079,2023-04-26 12:45:00,13.25,565,SBIN25MAY23565PE,2023-05-25 15:30:00,564.3,p,0.08045833333333334,0.20187027992489956
