,Date,OptionPrice,StrikePrice,OptionSymbol,ExpiryDate,FuturePrice,OptionType,tte,IV
4,2023-04-05 10:13:00,29.3,1070,INDUSINDBK27APR231070CE,2023-04-27 15:30:00,1065.05,c,0.06488055555555555,0.2924155314287327
77,2023-04-03 15:00:00,31.2,1080,INDUSINDBK27APR231080CE,2023-04-27 15:30:00,1076.45,c,0.07208333333333333,0.2853339457476614
124,2023-04-24 13:37:00,41.3,1130,INDUSINDBK25MAY231130CE,2023-05-25 15:30:00,1126.55,c,0.08831388888888889,0.32160632603113226
139,2023-04-26 14:27:00,8.5,1130,INDUSINDBK27APR231130CE,2023-04-27 15:30:00,1134.85,c,0.004175,0.1970712016223485
166,2023-04-21 09:25:00,20.1,1130,INDUSINDBK27APR231130CE,2023-04-27 15:30:00,1134.65,c,0.01701388888888889,0.30003537283996295
176,2023-04-03 13:48:00,36.6,1070,INDUSINDBK27APR231070CE,2023-04-27 15:30:00,1074.95,c,0.07228333333333332,0.29623957329651956
196,2023-05-02 12:35:00,26.1,1160,INDUSINDBK25MAY231160PE,2023-05-25 15:30:00,1155.55,p,0.06848611111111112,0.19699329483947595
199,2023-04-26 14:04:00,5.65,1130,INDUSINDBK27APR231130CE,2023-04-27 15:30:00,1132.1,c,0.004238888888888889,0.15394821893041413
223,2023-04-28 12:29:00,29.3,1150,INDUSINDBK25MAY231150CE,2023-05-25 15:30:00,1146.15,c,0.07250277777777778,0.2529314776952624
329,2023-04-05 14:04:00,75.0,1070,INDUSINDBK25MAY231070CE,2023-05-25 15:30:00,1066.25,c,0.1402388888888889,0.482310759153396
413,2023-04-26 13:58:00,25.65,1130,INDUSINDBK25MAY231130PE,2023-05-25 15:30:00,1133.25,p,0.08025555555555555,0.2130538504674259
435,2023-04-12 13:24:00,41.4,1070,INDUSINDBK25MAY231070CE,2023-05-25 15:30:00,1065.55,c,0.12035,0.29508885736032686
