,Date,OptionPrice,StrikePrice,OptionSymbol,ExpiryDate,FuturePrice,OptionType,tte,IV
203664,2023-04-25 12:49:00,25.95,1670,HDFCBANK25MAY231670CE,2023-05-25 15:30:00,1666.7,c,0.08444722222222223,0.14254616620722405
203666,2023-04-12 09:21:00,19.0,1670,HDFCBANK27APR231670PE,2023-04-27 15:30:00,1671.1,p,0.045024999999999996,0.13821541671567325
203667,2023-04-17 12:59:00,34.3,1670,HDFCBANK25MAY231670CE,2023-05-25 15:30:00,1667.7,c,0.10841944444444444,0.16167433628979647
203669,2023-04-18 11:08:00,32.25,1670,HDFCBANK25MAY231670CE,2023-05-25 15:30:00,1667.65,c,0.10472777777777777,0.15509376644798584
203670,2023-04-26 13:20:00,4.9,1670,HDFCBANK27APR231670CE,2023-04-27 15:30:00,1670.4,c,0.004361111111111111,0.10675079645424515
203671,2023-04-17 14:17:00,18.75,1670,HDFCBANK27APR231670PE,2023-04-27 15:30:00,1665.3,p,0.03220277777777778,0.13646769041758808
203672,2023-04-25 13:39:00,9.05,1670,HDFCBANK27APR231670CE,2023-04-27 15:30:00,1668.95,c,0.008308333333333334,0.15757214851662218
203673,2023-04-26 13:11:00,4.55,1670,HDFCBANK27APR231670PE,2023-04-27 15:30:00,1670.05,p,0.0043861111111111115,0.10368477050881623
203675,2023-04-20 14:01:00,28.7,1670,HDFCBANK25MAY231670CE,2023-05-25 15:30:00,1670.0,c,0.09624722222222222,0.1388656534212473
203677,2023-04-19 12:21:00,31.95,1670,HDFCBANK25MAY231670CE,2023-05-25 15:30:00,1667.4,c,0.100525,0.15747079295931293
203678,2023-04-25 12:09:00,28.85,1670,HDFCBANK25MAY231670CE,2023-05-25 15:30:00,1672.5,c,0.08455833333333333,0.14227435990322723
203679,2023-04-20 15:13:00,10.35,1670,HDFCBANK27APR231670PE,2023-04-27 15:30:00,1671.9,p,0.020047222222222223,0.11945464240182517
203680,2023-04-18 11:47:00,16.0,1670,HDFCBANK27APR231670PE,2023-04-27 15:30:00,1666.55,p,0.028619444444444444,0.12619581212577619
203687,2023-04-20 12:05:00,30.05,1670,HDFCBANK25MAY231670CE,2023-05-25 15:30:00,1671.6,c,0.09656944444444444,0.1411896611520193
203688,2023-04-27 11:22:00,5.1,1670,HDFCBANK27APR231670CE,2023-04-27 15:30:00,1673.8,c,0.0006888888888888888,0.15989915848158276
203689,2023-04-27 10:33:00,26.1,1670,HDFCBANK25MAY231670CE,2023-05-25 15:30:00,1673.8,c,0.076825,0.1306511560861808
203690,2023-04-26 10:35:00,7.0,1670,HDFCBANK27APR231670PE,2023-04-27 15:30:00,1665.35,p,0.004819444444444445,0.09264680047287838
203704,2023-04-25 11:30:00,29.9,1670,HDFCBANK25MAY231670CE,2023-05-25 15:30:00,1674.8,c,0.08466666666666667,0.14131908049201777
203705,2023-04-18 10:20:00,20.2,1670,HDFCBANK27APR231670CE,2023-04-27 15:30:00,1671.15,c,0.02886111111111111,0.1732902317064069
203706,2023-04-25 12:57:00,34.55,1670,HDFCBANK25MAY231670PE,2023-05-25 15:30:00,1666.7,p,0.084425,0.17000408161576805
203708,2023-04-26 14:03:00,4.05,1670,HDFCBANK27APR231670PE,2023-04-27 15:30:00,1670.3,p,0.004241666666666667,0.0967475054225452
203711,2023-04-25 11:03:00,12.15,1670,HDFCBANK27APR231670CE,2023-04-27 15:30:00,1674.05,c,0.008741666666666667,0.16025940799520144
203713,2023-04-20 13:23:00,29.35,1670,HDFCBANK25MAY231670CE,2023-05-25 15:30:00,1669.3,c,0.09635277777777777,0.14364999222791375
203719,2023-04-25 14:30:00,32.5,1670,HDFCBANK25MAY231670PE,2023-05-25 15:30:00,1667.35,p,0.08416666666666667,0.16134087112067247
203720,2023-04-21 10:02:00,10.9,1670,HDFCBANK27APR231670PE,2023-04-27 15:30:00,1668.3,p,0.016911111111111113,0.11579420114851824
203725,2023-04-25 12:52:00,8.1,1670,HDFCBANK27APR231670CE,2023-04-27 15:30:00,1665.7,c,0.00843888888888889,0.1653178146438291
203738,2023-04-21 12:33:00,28.15,1670,HDFCBANK25MAY231670CE,2023-05-25 15:30:00,1668.75,c,0.09249166666666667,0.14205895758524326
203739,2023-04-20 13:48:00,28.8,1670,HDFCBANK25MAY231670CE,2023-05-25 15:30:00,1670.2,c,0.09628333333333333,0.13883075920283514
203740,2023-04-20 10:32:00,11.35,1670,HDFCBANK27APR231670PE,2023-04-27 15:30:00,1670.35,p,0.02082777777777778,0.11984528711537289
