,Date,OptionPrice,StrikePrice,OptionSymbol,ExpiryDate,FuturePrice,OptionType,tte,IV
12,2023-04-24 14:51:00,1.85,58,IDFCFIRSTB25MAY2358PE,2023-05-25 15:30:00,58.15,p,0.08810833333333333,0.2798582261435019
35,2023-04-28 14:34:00,2.3,61,IDFCFIRSTB25MAY2361CE,2023-05-25 15:30:00,61.0,c,0.07215555555555556,0.35197740424162016
38,2023-04-24 15:08:00,0.55,58,IDFCFIRSTB27APR2358PE,2023-04-27 15:30:00,58.2,p,0.012061111111111111,0.2534210234021702
46,2023-04-26 15:09:00,2.1,59,IDFCFIRSTB25MAY2359CE,2023-05-25 15:30:00,58.9,c,0.08005833333333333,0.32316022748916645
87,2023-04-25 11:14:00,0.55,59,IDFCFIRSTB27APR2359CE,2023-04-27 15:30:00,59.05,c,0.00871111111111111,0.23871059839423675
89,2023-04-26 12:37:00,0.45,59,IDFCFIRSTB27APR2359CE,2023-04-27 15:30:00,59.05,c,0.004480555555555555,0.2693418253904586
107,2023-05-03 13:01:00,2.35,64,IDFCFIRSTB25MAY2364CE,2023-05-25 15:30:00,64.3,c,0.0644138888888889,0.33831126682602036
124,2023-04-18 14:23:00,1.2,57,IDFCFIRSTB27APR2357PE,2023-04-27 15:30:00,56.75,p,0.028186111111111113,0.28100914083589085
132,2023-05-03 15:29:00,1.6,64,IDFCFIRSTB25MAY2364PE,2023-05-25 15:30:00,64.2,p,0.06400277777777778,0.2625321781118204
138,2023-04-25 10:11:00,2.2,59,IDFCFIRSTB25MAY2359CE,2023-05-25 15:30:00,58.75,c,0.08488611111111112,0.33957939533745174
139,2023-05-04 12:11:00,1.95,64,IDFCFIRSTB25MAY2364PE,2023-05-25 15:30:00,63.6,p,0.060552777777777775,0.27829850567099285
141,2023-04-19 10:48:00,1.25,57,IDFCFIRSTB27APR2357PE,2023-04-27 15:30:00,56.75,p,0.024783333333333334,0.3137403309517707
160,2023-05-02 11:20:00,2.1,64,IDFCFIRSTB25MAY2364CE,2023-05-25 15:30:00,63.75,c,0.06869444444444445,0.33291214609314373
176,2023-04-26 10:57:00,1.95,59,IDFCFIRSTB25MAY2359CE,2023-05-25 15:30:00,58.6,c,0.08075833333333333,0.32174341946514706
183,2023-05-03 09:51:00,2.0,65,IDFCFIRSTB25MAY2365PE,2023-05-25 15:30:00,64.7,p,0.06494166666666666,0.28007320268846664
184,2023-04-25 14:16:00,2.0,59,IDFCFIRSTB25MAY2359CE,2023-05-25 15:30:00,58.7,c,0.08420555555555556,0.31520244972665173
188,2023-04-27 13:22:00,1.7,59,IDFCFIRSTB25MAY2359PE,2023-05-25 15:30:00,59.45,p,0.07635555555555555,0.29364111078633215
239,2023-04-26 10:10:00,0.8,59,IDFCFIRSTB27APR2359PE,2023-04-27 15:30:00,58.65,p,0.004888888888888889,0.3711928877640531
243,2023-05-04 13:39:00,2.25,63,IDFCFIRSTB25MAY2363CE,2023-05-25 15:30:00,63.45,c,0.06030833333333333,0.32571621621884767
247,2023-04-21 09:16:00,2.1,57,IDFCFIRSTB25MAY2357CE,2023-05-25 15:30:00,56.6,c,0.0930388888888889,0.33210542172348345
259,2023-04-25 11:15:00,0.65,59,IDFCFIRSTB27APR2359CE,2023-04-27 15:30:00,59.05,c,0.008708333333333334,0.2842875628733254
263,2023-04-27 09:59:00,1.75,59,IDFCFIRSTB25MAY2359PE,2023-05-25 15:30:00,59.3,p,0.07691944444444444,0.28981753018950857
266,2023-04-28 14:36:00,2.3,61,IDFCFIRSTB25MAY2361CE,2023-05-25 15:30:00,61.0,c,0.07214999999999999,0.3519909551243849
273,2023-04-25 13:39:00,0.75,59,IDFCFIRSTB27APR2359PE,2023-04-27 15:30:00,58.9,p,0.008308333333333334,0.326029166820707
279,2023-04-28 15:05:00,1.75,61,IDFCFIRSTB25MAY2361PE,2023-05-25 15:30:00,61.25,p,0.07206944444444444,0.2860806688172416
282,2023-04-19 10:08:00,2.5,57,IDFCFIRSTB25MAY2357PE,2023-05-25 15:30:00,56.6,p,0.10089444444444445,0.3189147430292619
288,2023-04-19 13:09:00,0.85,57,IDFCFIRSTB27APR2357CE,2023-04-27 15:30:00,56.55,c,0.024391666666666666,0.29963379186911093
291,2023-05-02 11:00:00,2.15,64,IDFCFIRSTB25MAY2364CE,2023-05-25 15:30:00,63.85,c,0.06875,0.33273127762960397
294,2023-04-26 13:50:00,2.15,59,IDFCFIRSTB25MAY2359CE,2023-05-25 15:30:00,58.9,c,0.08027777777777778,0.33023128386673567
318,2023-04-24 13:56:00,1.9,58,IDFCFIRSTB25MAY2358PE,2023-05-25 15:30:00,58.25,p,0.08826111111111111,0.2936825221290917
344,2023-04-25 14:41:00,2.15,59,IDFCFIRSTB25MAY2359PE,2023-05-25 15:30:00,58.75,p,0.08413611111111112,0.29696148032987985
346,2023-04-27 14:57:00,2.45,59,IDFCFIRSTB25MAY2359CE,2023-05-25 15:30:00,59.45,c,0.07609166666666667,0.34039888456459105
356,2023-04-18 11:48:00,1.2,57,IDFCFIRSTB27APR2357PE,2023-04-27 15:30:00,56.65,p,0.02861666666666667,0.26480254723787783
366,2023-05-02 09:22:00,3.3,65,IDFCFIRSTB29JUN2365CE,2023-06-29 15:30:00,64.55,c,0.16902222222222224,0.3316221509220953
370,2023-04-20 12:05:00,1.15,57,IDFCFIRSTB27APR2357CE,2023-04-27 15:30:00,57.25,c,0.020569444444444446,0.3121362761590257
373,2023-04-20 10:41:00,0.9,57,IDFCFIRSTB27APR2357PE,2023-04-27 15:30:00,57.0,p,0.020802777777777778,0.27442601031806424
382,2023-05-02 10:07:00,2.05,64,IDFCFIRSTB25MAY2364CE,2023-05-25 15:30:00,63.7,c,0.06889722222222222,0.3286566231443471
397,2023-05-04 11:26:00,1.8,64,IDFCFIRSTB25MAY2364PE,2023-05-25 15:30:00,63.75,p,0.060677777777777775,0.26641935583261844
406,2023-04-26 09:48:00,2.35,58,IDFCFIRSTB25MAY2358CE,2023-05-25 15:30:00,58.4,c,0.08095000000000001,0.3246776793155939
409,2023-05-04 10:29:00,2.0,64,IDFCFIRSTB25MAY2364CE,2023-05-25 15:30:00,63.75,c,0.06083611111111111,0.3378192256422802
417,2023-04-18 11:25:00,1.1,57,IDFCFIRSTB27APR2357PE,2023-04-27 15:30:00,56.9,p,0.028680555555555556,0.27271979631534404
440,2023-04-18 13:11:00,2.35,57,IDFCFIRSTB25MAY2357CE,2023-05-25 15:30:00,57.05,c,0.10438611111111111,0.3164458485937022
