,date,open,high,low,close,volume
0,2023-06-05 09:15:00+05:30,13.0,13.35,13.0,13.15,400
1,2023-06-05 09:16:00+05:30,13.1,13.2,12.85,13.0,3100
2,2023-06-05 09:17:00+05:30,13.25,13.3,13.0,13.2,16250
3,2023-06-05 09:18:00+05:30,13.2,13.35,13.2,13.35,4950
4,2023-06-05 09:19:00+05:30,13.25,13.55,13.25,13.55,950
5,2023-06-05 09:20:00+05:30,13.55,13.7,13.5,13.7,1100
6,2023-06-05 09:21:00+05:30,13.7,14.0,13.7,13.95,1150
7,2023-06-05 09:22:00+05:30,13.95,14.05,13.95,14.0,2150
8,2023-06-05 09:23:00+05:30,14.0,14.0,13.75,13.75,950
9,2023-06-05 09:24:00+05:30,13.75,13.75,13.5,13.6,2700
10,2023-06-05 09:25:00+05:30,13.6,13.85,13.6,13.7,2500
11,2023-06-05 09:26:00+05:30,13.7,14.05,13.7,14.05,2200
12,2023-06-05 09:27:00+05:30,14.0,14.15,14.0,14.15,500
13,2023-06-05 09:28:00+05:30,14.15,14.15,14.05,14.05,50
14,2023-06-05 09:29:00+05:30,14.05,14.05,13.95,13.95,200
15,2023-06-05 09:30:00+05:30,13.95,13.95,13.65,13.65,250
16,2023-06-05 09:31:00+05:30,13.65,14.15,13.65,14.15,400
17,2023-06-05 09:32:00+05:30,14.15,14.15,13.95,14.0,500
18,2023-06-05 09:33:00+05:30,14.0,14.25,14.0,14.2,200
19,2023-06-05 09:34:00+05:30,14.2,14.35,14.15,14.15,250
20,2023-06-05 09:35:00+05:30,14.15,14.2,14.15,14.2,6150
21,2023-06-05 09:36:00+05:30,14.2,14.55,14.2,14.2,2000
22,2023-06-05 09:37:00+05:30,14.2,14.2,13.8,13.95,1400
23,2023-06-05 09:38:00+05:30,13.95,13.95,13.65,13.8,1500
24,2023-06-05 09:39:00+05:30,13.8,13.8,13.8,13.8,0
25,2023-06-05 09:40:00+05:30,13.7,13.9,13.7,13.9,1300
26,2023-06-05 09:41:00+05:30,13.9,13.95,13.9,13.95,300
27,2023-06-05 09:42:00+05:30,13.95,14.15,13.9,13.9,3900
28,2023-06-05 09:43:00+05:30,13.9,14.0,13.8,13.95,2950
29,2023-06-05 09:44:00+05:30,13.95,14.1,13.8,14.1,9100
30,2023-06-05 09:45:00+05:30,14.05,14.15,13.9,14.0,4350
31,2023-06-05 09:46:00+05:30,14.0,14.45,14.0,14.2,2350
32,2023-06-05 09:47:00+05:30,14.2,14.3,14.1,14.1,900
33,2023-06-05 09:48:00+05:30,14.1,14.1,14.1,14.1,350
34,2023-06-05 09:49:00+05:30,14.1,14.1,13.95,13.95,800
35,2023-06-05 09:50:00+05:30,13.95,13.95,13.9,13.9,300
36,2023-06-05 09:51:00+05:30,13.9,14.0,13.9,14.0,300
37,2023-06-05 09:52:00+05:30,14.0,14.05,13.95,13.95,750
38,2023-06-05 09:53:00+05:30,13.95,14.15,13.95,14.0,750
39,2023-06-05 09:54:00+05:30,14.0,14.0,13.95,13.95,400
40,2023-06-05 09:55:00+05:30,13.95,14.05,13.95,14.05,1650
41,2023-06-05 09:56:00+05:30,14.0,14.0,13.9,13.9,1750
42,2023-06-05 09:57:00+05:30,13.9,13.95,13.85,13.9,450
43,2023-06-05 09:58:00+05:30,13.9,13.9,13.8,13.8,2400
44,2023-06-05 09:59:00+05:30,13.75,13.8,13.7,13.7,2700
45,2023-06-05 10:00:00+05:30,13.7,13.75,13.65,13.7,300
46,2023-06-05 10:01:00+05:30,13.7,13.7,13.65,13.7,1150
47,2023-06-05 10:02:00+05:30,13.7,13.75,13.55,13.75,4650
48,2023-06-05 10:03:00+05:30,13.75,13.75,13.75,13.75,0
49,2023-06-05 10:04:00+05:30,13.75,13.75,13.75,13.75,0
50,2023-06-05 10:05:00+05:30,13.75,13.75,13.75,13.75,400
51,2023-06-05 10:06:00+05:30,13.75,13.8,13.75,13.75,700
52,2023-06-05 10:07:00+05:30,13.75,13.85,13.75,13.8,4500
53,2023-06-05 10:08:00+05:30,13.8,13.8,13.6,13.6,4950
54,2023-06-05 10:09:00+05:30,13.6,13.7,13.6,13.7,2400
55,2023-06-05 10:10:00+05:30,13.7,13.75,13.65,13.75,950
56,2023-06-05 10:11:00+05:30,13.75,13.75,13.5,13.5,150
57,2023-06-05 10:12:00+05:30,13.5,13.65,13.5,13.65,1500
58,2023-06-05 10:13:00+05:30,13.65,13.65,13.65,13.65,0
59,2023-06-05 10:14:00+05:30,13.65,13.7,13.65,13.7,500
60,2023-06-05 10:15:00+05:30,13.7,13.7,13.65,13.65,350
