,date,open,high,low,close,volume
0,2023-06-05 09:15:00+05:30,240.0,263.7,233.45,243.0,84700
1,2023-06-05 09:16:00+05:30,244.6,250.6,244.0,247.5,82150
2,2023-06-05 09:17:00+05:30,247.55,249.6,246.8,247.15,51100
3,2023-06-05 09:18:00+05:30,248.55,249.0,246.05,247.65,30250
4,2023-06-05 09:19:00+05:30,247.65,247.75,240.05,243.0,39100
5,2023-06-05 09:20:00+05:30,242.25,244.95,238.1,240.9,39450
6,2023-06-05 09:21:00+05:30,240.9,242.4,236.85,241.0,20600
7,2023-06-05 09:22:00+05:30,240.95,241.0,235.7,239.0,14800
8,2023-06-05 09:23:00+05:30,238.95,242.9,238.95,242.9,20650
9,2023-06-05 09:24:00+05:30,243.0,247.45,242.85,247.3,19450
10,2023-06-05 09:25:00+05:30,247.25,247.3,245.0,246.05,14600
11,2023-06-05 09:26:00+05:30,245.7,245.8,239.25,241.35,16900
12,2023-06-05 09:27:00+05:30,241.35,241.4,238.55,239.6,12100
13,2023-06-05 09:28:00+05:30,239.6,244.6,238.65,243.55,8150
14,2023-06-05 09:29:00+05:30,243.55,244.5,241.75,243.9,9300
15,2023-06-05 09:30:00+05:30,244.0,246.2,242.5,242.5,25200
16,2023-06-05 09:31:00+05:30,242.5,244.1,238.1,238.9,20950
17,2023-06-05 09:32:00+05:30,238.9,240.35,238.5,239.0,4300
18,2023-06-05 09:33:00+05:30,239.0,240.0,234.0,236.05,11050
19,2023-06-05 09:34:00+05:30,236.05,236.25,232.2,233.05,17350
20,2023-06-05 09:35:00+05:30,231.75,236.95,230.8,236.65,38100
21,2023-06-05 09:36:00+05:30,237.0,237.25,231.25,237.25,14950
22,2023-06-05 09:37:00+05:30,237.35,241.1,237.35,239.25,28350
23,2023-06-05 09:38:00+05:30,239.35,243.85,239.0,242.45,11600
24,2023-06-05 09:39:00+05:30,242.95,243.1,239.35,240.75,15650
25,2023-06-05 09:40:00+05:30,240.75,241.65,238.25,239.2,6150
26,2023-06-05 09:41:00+05:30,239.2,240.7,235.9,235.9,5200
27,2023-06-05 09:42:00+05:30,236.5,239.9,236.5,239.9,11600
28,2023-06-05 09:43:00+05:30,240.0,241.95,237.8,238.55,6800
29,2023-06-05 09:44:00+05:30,238.0,241.3,237.0,241.3,10850
30,2023-06-05 09:45:00+05:30,241.3,245.9,240.6,244.25,21500
31,2023-06-05 09:46:00+05:30,244.25,244.9,240.8,242.8,6250
32,2023-06-05 09:47:00+05:30,242.8,245.4,241.8,243.75,8450
33,2023-06-05 09:48:00+05:30,244.4,246.0,243.6,244.7,8000
34,2023-06-05 09:49:00+05:30,244.7,246.5,243.0,245.4,10450
35,2023-06-05 09:50:00+05:30,245.5,246.85,244.85,245.9,10000
36,2023-06-05 09:51:00+05:30,245.7,246.65,242.5,243.2,8450
37,2023-06-05 09:52:00+05:30,243.6,244.05,241.7,241.7,7350
38,2023-06-05 09:53:00+05:30,240.9,243.15,238.65,242.05,12050
39,2023-06-05 09:54:00+05:30,241.75,244.75,241.0,244.4,9500
40,2023-06-05 09:55:00+05:30,244.4,245.55,242.65,244.15,10650
41,2023-06-05 09:56:00+05:30,243.7,246.9,242.45,244.8,13000
42,2023-06-05 09:57:00+05:30,245.7,246.7,244.15,245.35,10400
43,2023-06-05 09:58:00+05:30,245.25,247.0,244.85,247.0,11100
44,2023-06-05 09:59:00+05:30,247.05,248.0,245.85,246.2,19550
45,2023-06-05 10:00:00+05:30,246.95,248.5,246.1,248.0,14400
46,2023-06-05 10:01:00+05:30,247.5,248.9,247.0,247.85,11400
47,2023-06-05 10:02:00+05:30,247.65,249.3,244.8,246.4,16350
48,2023-06-05 10:03:00+05:30,246.05,247.05,244.4,246.95,9400
49,2023-06-05 10:04:00+05:30,246.65,247.0,245.05,246.45,6250
50,2023-06-05 10:05:00+05:30,246.35,246.85,245.05,246.0,8550
51,2023-06-05 10:06:00+05:30,246.3,247.4,245.05,245.6,6350
52,2023-06-05 10:07:00+05:30,245.6,245.6,243.35,244.9,9400
53,2023-06-05 10:08:00+05:30,245.95,247.95,245.9,247.1,12400
54,2023-06-05 10:09:00+05:30,247.25,248.0,245.25,245.35,9850
55,2023-06-05 10:10:00+05:30,245.35,247.3,243.25,247.2,6900
56,2023-06-05 10:11:00+05:30,245.85,248.75,245.85,248.1,11050
57,2023-06-05 10:12:00+05:30,248.1,249.0,246.9,249.0,6650
58,2023-06-05 10:13:00+05:30,249.0,249.0,246.35,246.8,5250
59,2023-06-05 10:14:00+05:30,246.95,248.95,246.1,248.5,7050
60,2023-06-05 10:15:00+05:30,248.5,249.8,248.0,249.5,9250
