,date,open,high,low,close,volume
0,2023-06-05 09:15:00+05:30,16.5,16.75,15.6,16.2,6400
1,2023-06-05 09:16:00+05:30,16.05,16.2,15.95,16.15,3900
2,2023-06-05 09:17:00+05:30,16.1,16.45,16.1,16.45,5150
3,2023-06-05 09:18:00+05:30,16.35,16.45,16.2,16.3,5800
4,2023-06-05 09:19:00+05:30,16.35,16.8,16.3,16.75,4450
5,2023-06-05 09:20:00+05:30,16.75,17.25,16.6,17.0,2400
6,2023-06-05 09:21:00+05:30,17.0,17.45,16.95,17.25,3750
7,2023-06-05 09:22:00+05:30,17.25,17.4,17.2,17.3,3750
8,2023-06-05 09:23:00+05:30,17.3,17.4,17.0,17.0,1600
9,2023-06-05 09:24:00+05:30,17.05,17.05,16.65,16.95,650
10,2023-06-05 09:25:00+05:30,16.75,16.95,16.75,16.95,1950
11,2023-06-05 09:26:00+05:30,16.9,17.25,16.9,17.15,1900
12,2023-06-05 09:27:00+05:30,17.2,17.5,17.15,17.5,4250
13,2023-06-05 09:28:00+05:30,17.5,17.5,17.1,17.15,1250
14,2023-06-05 09:29:00+05:30,17.15,17.3,17.15,17.2,400
15,2023-06-05 09:30:00+05:30,17.2,17.2,16.7,17.1,8550
16,2023-06-05 09:31:00+05:30,17.1,17.45,17.1,17.3,3800
17,2023-06-05 09:32:00+05:30,17.3,17.3,17.15,17.15,1050
18,2023-06-05 09:33:00+05:30,17.15,17.55,17.15,17.35,2300
19,2023-06-05 09:34:00+05:30,17.35,17.7,17.35,17.5,4600
20,2023-06-05 09:35:00+05:30,17.5,17.65,17.4,17.45,1500
21,2023-06-05 09:36:00+05:30,17.55,17.9,17.4,17.4,900
22,2023-06-05 09:37:00+05:30,17.4,17.4,17.0,17.1,2500
23,2023-06-05 09:38:00+05:30,17.1,17.1,16.7,16.8,2100
24,2023-06-05 09:39:00+05:30,16.8,16.95,16.8,16.9,3050
25,2023-06-05 09:40:00+05:30,16.8,17.0,16.75,17.0,4800
26,2023-06-05 09:41:00+05:30,17.0,17.2,17.0,17.2,1850
27,2023-06-05 09:42:00+05:30,17.2,17.4,17.0,17.0,2300
28,2023-06-05 09:43:00+05:30,17.0,17.1,16.85,17.0,3650
29,2023-06-05 09:44:00+05:30,17.0,17.15,17.0,17.05,2650
30,2023-06-05 09:45:00+05:30,17.05,17.15,17.05,17.15,3750
31,2023-06-05 09:46:00+05:30,17.25,17.6,17.25,17.55,1300
32,2023-06-05 09:47:00+05:30,17.45,17.55,17.3,17.3,2650
33,2023-06-05 09:48:00+05:30,17.3,17.3,17.15,17.2,650
34,2023-06-05 09:49:00+05:30,17.2,17.35,17.15,17.25,3300
35,2023-06-05 09:50:00+05:30,17.25,17.25,17.15,17.2,1250
36,2023-06-05 09:51:00+05:30,17.2,17.25,17.1,17.25,3900
37,2023-06-05 09:52:00+05:30,17.25,17.35,17.1,17.35,6400
38,2023-06-05 09:53:00+05:30,17.35,17.45,17.3,17.35,1800
39,2023-06-05 09:54:00+05:30,17.3,17.3,17.0,17.0,10700
40,2023-06-05 09:55:00+05:30,17.0,17.2,17.0,17.0,10050
41,2023-06-05 09:56:00+05:30,17.0,17.15,16.7,16.85,12100
42,2023-06-05 09:57:00+05:30,16.85,17.0,16.75,16.8,3300
43,2023-06-05 09:58:00+05:30,16.8,16.95,16.7,16.85,11700
44,2023-06-05 09:59:00+05:30,16.8,16.85,16.5,16.75,14900
45,2023-06-05 10:00:00+05:30,16.75,16.75,16.5,16.5,3050
46,2023-06-05 10:01:00+05:30,16.5,16.65,16.5,16.65,6100
47,2023-06-05 10:02:00+05:30,16.6,16.75,16.45,16.75,13850
48,2023-06-05 10:03:00+05:30,16.75,17.0,16.6,16.65,2450
49,2023-06-05 10:04:00+05:30,16.65,16.8,16.65,16.7,1850
50,2023-06-05 10:05:00+05:30,16.7,16.7,16.6,16.65,500
51,2023-06-05 10:06:00+05:30,16.65,16.7,16.6,16.65,1050
52,2023-06-05 10:07:00+05:30,16.65,16.75,16.65,16.75,5700
53,2023-06-05 10:08:00+05:30,16.75,16.75,16.5,16.65,5600
54,2023-06-05 10:09:00+05:30,16.65,16.7,16.6,16.7,3000
55,2023-06-05 10:10:00+05:30,16.7,16.8,16.65,16.65,3650
56,2023-06-05 10:11:00+05:30,16.65,16.7,16.45,16.45,3300
57,2023-06-05 10:12:00+05:30,16.45,16.5,16.45,16.5,1800
58,2023-06-05 10:13:00+05:30,16.5,16.65,16.5,16.55,4000
59,2023-06-05 10:14:00+05:30,16.55,16.6,16.55,16.6,250
60,2023-06-05 10:15:00+05:30,16.6,16.6,16.5,16.5,1250
