,date,open,high,low,close,volume
0,2023-06-05 09:15:00+05:30,8.0,8.4,8.0,8.0,100
1,2023-06-05 09:16:00+05:30,8.0,8.15,7.55,7.6,1350
2,2023-06-05 09:17:00+05:30,7.9,7.9,7.55,7.6,1800
3,2023-06-05 09:18:00+05:30,7.55,7.95,7.45,7.95,900
4,2023-06-05 09:19:00+05:30,7.95,7.95,7.65,7.65,650
5,2023-06-05 09:20:00+05:30,7.65,7.75,7.65,7.75,500
6,2023-06-05 09:21:00+05:30,7.75,7.85,7.75,7.85,100
7,2023-06-05 09:22:00+05:30,7.85,7.95,7.85,7.95,950
8,2023-06-05 09:23:00+05:30,7.95,7.95,7.9,7.9,100
9,2023-06-05 09:24:00+05:30,7.9,7.9,7.85,7.85,1150
10,2023-06-05 09:25:00+05:30,7.85,8.0,7.85,8.0,650
11,2023-06-05 09:26:00+05:30,8.0,8.1,7.9,8.1,500
12,2023-06-05 09:27:00+05:30,8.1,8.15,8.1,8.15,100
13,2023-06-05 09:28:00+05:30,8.15,8.15,8.1,8.15,1950
14,2023-06-05 09:29:00+05:30,8.1,8.2,8.1,8.2,550
15,2023-06-05 09:30:00+05:30,8.2,8.2,8.0,8.0,50
16,2023-06-05 09:31:00+05:30,8.0,8.2,8.0,8.2,200
17,2023-06-05 09:32:00+05:30,8.2,8.2,8.1,8.1,850
18,2023-06-05 09:33:00+05:30,8.1,8.2,8.1,8.1,1350
19,2023-06-05 09:34:00+05:30,8.1,8.15,8.05,8.05,1500
20,2023-06-05 09:35:00+05:30,8.05,8.15,8.05,8.15,550
21,2023-06-05 09:36:00+05:30,8.15,8.15,8.05,8.05,750
22,2023-06-05 09:37:00+05:30,8.05,8.05,7.9,7.9,1100
23,2023-06-05 09:38:00+05:30,7.9,7.95,7.85,7.9,800
24,2023-06-05 09:39:00+05:30,7.9,7.9,7.9,7.9,250
25,2023-06-05 09:40:00+05:30,7.9,7.9,7.9,7.9,50
26,2023-06-05 09:41:00+05:30,7.9,7.95,7.9,7.95,50
27,2023-06-05 09:42:00+05:30,7.95,7.95,7.95,7.95,950
28,2023-06-05 09:43:00+05:30,7.9,7.9,7.85,7.85,1200
29,2023-06-05 09:44:00+05:30,7.85,7.95,7.85,7.95,200
30,2023-06-05 09:45:00+05:30,7.95,7.95,7.9,7.95,300
31,2023-06-05 09:46:00+05:30,7.95,7.95,7.95,7.95,200
32,2023-06-05 09:47:00+05:30,7.95,8.0,7.95,8.0,800
33,2023-06-05 09:48:00+05:30,8.0,8.0,8.0,8.0,0
34,2023-06-05 09:49:00+05:30,8.0,8.0,8.0,8.0,500
35,2023-06-05 09:50:00+05:30,7.9,8.0,7.9,7.9,200
36,2023-06-05 09:51:00+05:30,7.9,7.9,7.85,7.9,500
37,2023-06-05 09:52:00+05:30,7.9,7.9,7.9,7.9,0
38,2023-06-05 09:53:00+05:30,7.9,7.95,7.9,7.95,50
39,2023-06-05 09:54:00+05:30,7.95,7.95,7.85,7.85,350
40,2023-06-05 09:55:00+05:30,7.85,7.85,7.75,7.8,900
41,2023-06-05 09:56:00+05:30,7.85,7.85,7.75,7.8,1650
42,2023-06-05 09:57:00+05:30,7.8,7.8,7.75,7.75,150
43,2023-06-05 09:58:00+05:30,7.75,7.8,7.7,7.8,1050
44,2023-06-05 09:59:00+05:30,7.8,7.8,7.75,7.75,200
45,2023-06-05 10:00:00+05:30,7.75,7.75,7.75,7.75,250
46,2023-06-05 10:01:00+05:30,7.75,7.75,7.75,7.75,0
47,2023-06-05 10:02:00+05:30,7.75,7.75,7.75,7.75,250
48,2023-06-05 10:03:00+05:30,7.75,7.8,7.75,7.8,250
49,2023-06-05 10:04:00+05:30,7.8,7.8,7.8,7.8,0
50,2023-06-05 10:05:00+05:30,7.8,7.8,7.8,7.8,0
51,2023-06-05 10:06:00+05:30,7.8,7.8,7.8,7.8,0
52,2023-06-05 10:07:00+05:30,7.8,7.8,7.7,7.75,1150
53,2023-06-05 10:08:00+05:30,7.75,7.75,7.75,7.75,0
54,2023-06-05 10:09:00+05:30,7.75,7.75,7.7,7.75,200
55,2023-06-05 10:10:00+05:30,7.75,7.75,7.65,7.65,50
56,2023-06-05 10:11:00+05:30,7.65,7.65,7.65,7.65,50
57,2023-06-05 10:12:00+05:30,7.65,7.7,7.65,7.7,200
58,2023-06-05 10:13:00+05:30,7.7,7.7,7.7,7.7,750
59,2023-06-05 10:14:00+05:30,7.7,7.7,7.7,7.7,0
60,2023-06-05 10:15:00+05:30,7.7,7.7,7.6,7.6,100
