,date,open,high,low,close,volume
0,2023-06-05 09:15:00+05:30,12.5,13.75,12.45,13.65,45000
1,2023-06-05 09:16:00+05:30,13.65,13.95,13.65,13.7,13650
2,2023-06-05 09:17:00+05:30,13.8,14.1,13.7,13.8,18100
3,2023-06-05 09:18:00+05:30,13.85,13.85,13.55,13.6,8250
4,2023-06-05 09:19:00+05:30,13.6,13.6,12.85,13.15,8900
5,2023-06-05 09:20:00+05:30,13.0,13.15,12.75,12.9,17800
6,2023-06-05 09:21:00+05:30,12.9,13.0,12.7,12.8,5400
7,2023-06-05 09:22:00+05:30,12.8,12.8,12.6,12.75,6450
8,2023-06-05 09:23:00+05:30,12.7,12.9,12.7,12.8,7150
9,2023-06-05 09:24:00+05:30,12.8,13.0,12.8,13.0,4150
10,2023-06-05 09:25:00+05:30,12.95,13.0,12.8,12.85,4950
11,2023-06-05 09:26:00+05:30,12.85,12.9,12.65,12.65,2400
12,2023-06-05 09:27:00+05:30,12.65,12.8,12.65,12.65,1000
13,2023-06-05 09:28:00+05:30,12.65,13.0,12.65,13.0,7400
14,2023-06-05 09:29:00+05:30,12.85,12.9,12.8,12.8,4800
15,2023-06-05 09:30:00+05:30,12.95,13.0,12.65,12.7,4550
16,2023-06-05 09:31:00+05:30,12.7,12.75,12.4,12.45,2650
17,2023-06-05 09:32:00+05:30,12.45,12.65,12.45,12.55,950
18,2023-06-05 09:33:00+05:30,12.55,12.55,12.05,12.45,600
19,2023-06-05 09:34:00+05:30,12.45,12.45,12.1,12.1,2100
20,2023-06-05 09:35:00+05:30,12.1,12.25,12.1,12.25,650
21,2023-06-05 09:36:00+05:30,12.25,12.5,12.2,12.4,2600
22,2023-06-05 09:37:00+05:30,12.5,12.6,12.4,12.4,350
23,2023-06-05 09:38:00+05:30,12.4,12.7,12.35,12.5,3050
24,2023-06-05 09:39:00+05:30,12.5,12.5,12.15,12.15,850
25,2023-06-05 09:40:00+05:30,12.15,12.3,12.15,12.25,4350
26,2023-06-05 09:41:00+05:30,12.25,12.25,12.0,12.0,2700
27,2023-06-05 09:42:00+05:30,12.0,12.3,12.0,12.3,1650
28,2023-06-05 09:43:00+05:30,12.3,12.35,12.2,12.25,3350
29,2023-06-05 09:44:00+05:30,12.25,12.35,12.15,12.2,5850
30,2023-06-05 09:45:00+05:30,12.2,12.5,12.2,12.5,2450
31,2023-06-05 09:46:00+05:30,12.5,12.5,12.3,12.5,250
32,2023-06-05 09:47:00+05:30,12.5,12.7,12.5,12.7,350
33,2023-06-05 09:48:00+05:30,12.7,12.7,12.7,12.7,0
34,2023-06-05 09:49:00+05:30,12.7,12.7,12.55,12.65,1900
35,2023-06-05 09:50:00+05:30,12.65,12.7,12.65,12.7,1050
36,2023-06-05 09:51:00+05:30,12.7,12.7,12.45,12.45,1400
37,2023-06-05 09:52:00+05:30,12.45,12.55,12.4,12.45,650
38,2023-06-05 09:53:00+05:30,12.4,12.45,12.2,12.45,5250
39,2023-06-05 09:54:00+05:30,12.45,12.45,12.3,12.3,100
40,2023-06-05 09:55:00+05:30,12.3,12.5,12.3,12.4,650
41,2023-06-05 09:56:00+05:30,12.4,12.55,12.3,12.55,400
42,2023-06-05 09:57:00+05:30,12.55,12.55,12.55,12.55,0
43,2023-06-05 09:58:00+05:30,12.55,12.7,12.55,12.7,1650
44,2023-06-05 09:59:00+05:30,12.7,12.7,12.55,12.55,250
45,2023-06-05 10:00:00+05:30,12.5,12.65,12.5,12.65,1350
46,2023-06-05 10:01:00+05:30,12.65,12.75,12.6,12.75,700
47,2023-06-05 10:02:00+05:30,12.7,12.8,12.45,12.45,1250
48,2023-06-05 10:03:00+05:30,12.4,12.5,12.2,12.5,11850
49,2023-06-05 10:04:00+05:30,12.5,12.5,12.35,12.35,1150
50,2023-06-05 10:05:00+05:30,12.35,12.35,12.35,12.35,0
51,2023-06-05 10:06:00+05:30,12.35,12.55,12.35,12.55,50
52,2023-06-05 10:07:00+05:30,12.55,12.55,12.35,12.35,50
53,2023-06-05 10:08:00+05:30,12.35,12.4,12.35,12.4,1000
54,2023-06-05 10:09:00+05:30,12.4,12.4,12.4,12.4,500
55,2023-06-05 10:10:00+05:30,12.4,12.45,12.3,12.45,150
56,2023-06-05 10:11:00+05:30,12.45,12.65,12.45,12.65,1050
57,2023-06-05 10:12:00+05:30,12.6,12.65,12.6,12.6,2750
58,2023-06-05 10:13:00+05:30,12.6,12.6,12.45,12.5,1000
59,2023-06-05 10:14:00+05:30,12.5,12.5,12.45,12.45,200
60,2023-06-05 10:15:00+05:30,12.45,12.55,12.45,12.5,2550
