,date,open,high,low,close,volume
0,2023-06-05 09:15:00+05:30,464.9,474.95,440.2,467.0,4350
1,2023-06-05 09:16:00+05:30,467.0,474.9,467.0,472.1,2950
2,2023-06-05 09:17:00+05:30,472.1,475.0,472.0,473.9,1700
3,2023-06-05 09:18:00+05:30,473.9,474.15,471.5,473.0,2850
4,2023-06-05 09:19:00+05:30,473.0,473.0,462.0,466.7,1250
5,2023-06-05 09:20:00+05:30,466.7,468.2,459.95,462.9,2300
6,2023-06-05 09:21:00+05:30,462.9,462.9,458.85,459.65,350
7,2023-06-05 09:22:00+05:30,459.65,462.0,457.9,459.65,1300
8,2023-06-05 09:23:00+05:30,459.65,463.7,459.65,462.15,600
9,2023-06-05 09:24:00+05:30,462.15,472.25,462.15,472.25,250
10,2023-06-05 09:25:00+05:30,472.25,472.25,469.05,469.85,550
11,2023-06-05 09:26:00+05:30,469.85,469.85,462.65,462.8,2200
12,2023-06-05 09:27:00+05:30,462.8,464.3,462.0,462.0,200
13,2023-06-05 09:28:00+05:30,462.0,464.05,459.65,464.05,200
14,2023-06-05 09:29:00+05:30,464.05,465.6,464.05,465.6,250
15,2023-06-05 09:30:00+05:30,466.45,469.85,465.6,466.85,3000
16,2023-06-05 09:31:00+05:30,466.85,466.85,460.0,461.75,250
17,2023-06-05 09:32:00+05:30,461.75,461.75,459.45,461.35,200
18,2023-06-05 09:33:00+05:30,461.35,461.35,454.0,457.6,350
19,2023-06-05 09:34:00+05:30,457.6,457.6,452.5,452.5,750
20,2023-06-05 09:35:00+05:30,451.1,453.1,449.6,453.1,1700
21,2023-06-05 09:36:00+05:30,453.1,455.4,451.1,455.4,450
22,2023-06-05 09:37:00+05:30,455.4,464.15,455.4,461.15,450
23,2023-06-05 09:38:00+05:30,461.15,464.8,461.15,464.8,200
24,2023-06-05 09:39:00+05:30,464.8,466.35,462.0,462.0,750
25,2023-06-05 09:40:00+05:30,462.0,462.0,461.9,461.9,0
26,2023-06-05 09:41:00+05:30,461.9,462.0,460.0,460.0,2700
27,2023-06-05 09:42:00+05:30,460.0,460.0,459.55,459.55,50
28,2023-06-05 09:43:00+05:30,459.55,461.85,459.55,460.0,2600
29,2023-06-05 09:44:00+05:30,460.0,461.75,460.0,461.75,100
30,2023-06-05 09:45:00+05:30,461.75,470.0,461.75,470.0,450
31,2023-06-05 09:46:00+05:30,470.0,470.0,462.85,462.85,300
32,2023-06-05 09:47:00+05:30,462.85,469.2,462.85,469.05,450
33,2023-06-05 09:48:00+05:30,469.05,470.0,466.75,466.75,650
34,2023-06-05 09:49:00+05:30,466.75,469.15,465.4,469.15,700
35,2023-06-05 09:50:00+05:30,469.15,470.75,468.9,470.75,2050
36,2023-06-05 09:51:00+05:30,470.75,470.75,464.85,464.85,300
37,2023-06-05 09:52:00+05:30,464.85,466.8,464.65,464.75,2300
38,2023-06-05 09:53:00+05:30,464.75,464.75,460.55,462.65,2250
39,2023-06-05 09:54:00+05:30,462.65,465.85,462.65,465.85,50
40,2023-06-05 09:55:00+05:30,465.85,465.85,465.85,465.85,0
41,2023-06-05 09:56:00+05:30,465.85,470.0,465.85,470.0,250
42,2023-06-05 09:57:00+05:30,470.0,470.0,469.0,469.0,100
43,2023-06-05 09:58:00+05:30,469.0,469.95,468.1,469.95,250
44,2023-06-05 09:59:00+05:30,470.75,472.0,469.7,472.0,300
45,2023-06-05 10:00:00+05:30,472.0,472.0,469.9,471.9,2100
46,2023-06-05 10:01:00+05:30,471.9,472.0,471.9,472.0,850
47,2023-06-05 10:02:00+05:30,472.0,472.45,468.0,468.0,350
48,2023-06-05 10:03:00+05:30,468.0,468.0,468.0,468.0,0
49,2023-06-05 10:04:00+05:30,468.0,468.0,468.0,468.0,150
50,2023-06-05 10:05:00+05:30,468.0,468.0,468.0,468.0,0
51,2023-06-05 10:06:00+05:30,468.0,468.3,468.0,468.3,200
52,2023-06-05 10:07:00+05:30,468.3,468.3,466.5,466.5,100
53,2023-06-05 10:08:00+05:30,466.5,466.5,466.5,466.5,0
54,2023-06-05 10:09:00+05:30,466.5,470.0,466.5,470.0,950
55,2023-06-05 10:10:00+05:30,470.0,470.0,466.55,469.65,650
56,2023-06-05 10:11:00+05:30,469.65,472.4,469.65,472.4,1500
57,2023-06-05 10:12:00+05:30,472.4,472.4,472.4,472.4,0
58,2023-06-05 10:13:00+05:30,472.4,472.4,471.25,471.25,0
59,2023-06-05 10:14:00+05:30,471.25,471.25,471.25,471.25,0
60,2023-06-05 10:15:00+05:30,471.25,473.9,471.25,473.9,1100
