,date,open,high,low,close,volume
0,2023-06-05 09:15:00+05:30,548.35,552.0,541.55,552.0,1600
1,2023-06-05 09:16:00+05:30,552.0,560.55,552.0,559.55,1650
2,2023-06-05 09:17:00+05:30,558.0,559.8,555.9,557.2,1450
3,2023-06-05 09:18:00+05:30,557.2,559.45,557.2,558.15,500
4,2023-06-05 09:19:00+05:30,558.15,558.15,549.0,550.7,1800
5,2023-06-05 09:20:00+05:30,550.7,550.7,544.5,548.0,700
6,2023-06-05 09:21:00+05:30,548.0,549.0,544.0,548.35,750
7,2023-06-05 09:22:00+05:30,548.35,548.35,540.75,540.75,50
8,2023-06-05 09:23:00+05:30,540.75,550.0,540.75,550.0,600
9,2023-06-05 09:24:00+05:30,550.0,557.2,550.0,557.2,3650
10,2023-06-05 09:25:00+05:30,557.2,557.2,554.1,554.55,650
11,2023-06-05 09:26:00+05:30,554.55,554.55,547.45,547.45,250
12,2023-06-05 09:27:00+05:30,547.45,549.75,545.5,545.5,300
13,2023-06-05 09:28:00+05:30,545.5,547.0,545.5,547.0,1800
14,2023-06-05 09:29:00+05:30,547.0,547.0,547.0,547.0,0
15,2023-06-05 09:30:00+05:30,547.0,554.3,547.0,550.0,50
16,2023-06-05 09:31:00+05:30,550.0,550.0,545.5,545.5,2150
17,2023-06-05 09:32:00+05:30,545.5,545.75,545.5,545.75,600
18,2023-06-05 09:33:00+05:30,545.75,545.75,538.4,541.0,1600
19,2023-06-05 09:34:00+05:30,541.0,541.0,538.0,538.0,550
20,2023-06-05 09:35:00+05:30,538.0,538.0,534.65,537.95,100
21,2023-06-05 09:36:00+05:30,540.5,540.5,540.5,540.5,100
22,2023-06-05 09:37:00+05:30,543.0,547.4,543.0,545.55,150
23,2023-06-05 09:38:00+05:30,545.55,550.0,545.55,550.0,100
24,2023-06-05 09:39:00+05:30,550.0,550.0,550.0,550.0,0
25,2023-06-05 09:40:00+05:30,550.0,550.0,547.0,547.0,50
26,2023-06-05 09:41:00+05:30,547.0,547.0,542.55,542.55,200
27,2023-06-05 09:42:00+05:30,542.55,542.55,542.55,542.55,0
28,2023-06-05 09:43:00+05:30,542.55,549.9,542.55,543.6,200
29,2023-06-05 09:44:00+05:30,543.6,543.6,543.6,543.6,0
30,2023-06-05 09:45:00+05:30,543.6,555.0,543.6,555.0,150
31,2023-06-05 09:46:00+05:30,555.0,555.0,552.15,552.15,50
32,2023-06-05 09:47:00+05:30,552.15,555.0,552.15,555.0,100
33,2023-06-05 09:48:00+05:30,555.0,555.8,555.0,555.8,0
34,2023-06-05 09:49:00+05:30,555.8,555.8,553.8,553.85,100
35,2023-06-05 09:50:00+05:30,553.85,555.45,553.85,555.45,50
36,2023-06-05 09:51:00+05:30,555.45,555.45,553.0,553.0,400
37,2023-06-05 09:52:00+05:30,552.65,552.65,551.6,551.6,650
38,2023-06-05 09:53:00+05:30,551.6,551.6,546.7,546.7,300
39,2023-06-05 09:54:00+05:30,546.7,549.8,546.7,549.8,50
40,2023-06-05 09:55:00+05:30,549.8,553.55,549.8,553.55,50
41,2023-06-05 09:56:00+05:30,553.55,555.3,553.55,555.3,250
42,2023-06-05 09:57:00+05:30,555.3,555.3,555.2,555.2,50
43,2023-06-05 09:58:00+05:30,555.2,555.2,555.1,555.1,50
44,2023-06-05 09:59:00+05:30,555.1,555.1,555.1,555.1,0
45,2023-06-05 10:00:00+05:30,555.1,559.1,555.1,556.35,2800
46,2023-06-05 10:01:00+05:30,556.35,559.3,556.35,559.3,900
47,2023-06-05 10:02:00+05:30,559.3,559.3,559.3,559.3,0
48,2023-06-05 10:03:00+05:30,559.3,559.3,554.65,554.65,300
49,2023-06-05 10:04:00+05:30,554.65,554.65,552.6,552.6,50
50,2023-06-05 10:05:00+05:30,552.6,552.6,552.6,552.6,0
51,2023-06-05 10:06:00+05:30,552.6,552.6,552.6,552.6,0
52,2023-06-05 10:07:00+05:30,552.6,552.6,552.6,552.6,0
53,2023-06-05 10:08:00+05:30,552.6,555.55,552.6,555.55,100
54,2023-06-05 10:09:00+05:30,555.55,557.0,555.0,555.0,200
55,2023-06-05 10:10:00+05:30,555.0,555.05,555.0,555.05,50
56,2023-06-05 10:11:00+05:30,555.05,558.0,555.05,558.0,2000
57,2023-06-05 10:12:00+05:30,558.0,558.0,558.0,558.0,0
58,2023-06-05 10:13:00+05:30,558.0,558.0,558.0,558.0,0
59,2023-06-05 10:14:00+05:30,558.0,558.0,555.05,555.05,50
60,2023-06-05 10:15:00+05:30,555.05,555.05,555.05,555.05,0
